Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55793,672,140,812,54783,11956,506,3439,0,19,14,4,1,17,128
Tarapacá,80039,968,118,1086,78740,9886,330,10394,0,23,12,7,4,12,156
Antofagasta,124125,1479,286,1765,121803,10643,681,6823,0,65,32,26,7,15,470
Atacama,66761,472,113,585,65869,16544,278,1745,0,30,12,17,1,22,309
Coquimbo,128410,1387,290,1677,126125,20807,453,9381,0,89,46,16,27,49,569
Valparaíso,313023,4413,1206,5619,305453,62254,990,50211,1,363,185,38,140,115,2170
Metropolitana,1392005,22260,6070,28330,1353040,201631,9938,161563,3,2148,1018,211,919,495,11488
O’Higgins,151832,1959,562,2521,148658,32908,507,14804,1,118,76,20,22,41,728
Maule,242058,2426,498,2924,238034,62948,816,10642,1,161,139,12,10,81,956
Ñuble,101581,921,190,1111,99917,24959,411,10179,0,64,44,3,17,31,460
Biobío,356243,3608,676,4284,350543,58211,1265,35903,2,207,109,40,58,50,1104
Araucanía,217521,2007,570,2577,214383,35136,1032,11313,1,73,28,11,34,11,440
Los Ríos,106572,996,228,1224,105031,21407,543,6035,0,24,8,1,15,9,198
Los Lagos,195833,1952,368,2320,193092,24517,2752,16330,1,27,17,8,2,5,168
Aysén,25205,157,27,184,24936,7602,696,1795,0,5,1,3,1,2,40
Magallanes,52294,601,103,704,51335,5466,1197,3294,0,28,17,0,11,12,167
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3609338,46278,11447,57725,3531784,606875,22395,353851,10,3444,1758,417,1269,967,19551
