Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80039,731,113,844,78702,25440,1397,3439,0,2,1,0,1,2,10
Tarapacá,114164,1034,99,1133,112566,29634,908,10389,0,8,7,0,1,8,33
Antofagasta,185836,1646,189,1835,183101,33851,2409,6818,0,14,7,0,7,7,75
Atacama,119520,586,98,684,118259,52940,1811,1741,0,30,19,5,6,22,169
Coquimbo,213295,1625,240,1865,210441,64808,2202,9406,0,30,26,0,4,26,65
Valparaíso,501913,5171,1011,6182,492884,153045,3638,50212,0,89,75,0,14,72,330
Metropolitana,1997819,24636,4535,29171,1957551,417495,30620,161614,0,347,261,14,72,255,1256
O’Higgins,226168,2237,432,2669,222214,73267,1646,14808,0,58,43,2,13,39,194
Maule,351397,2800,414,3214,346065,112441,4728,10638,0,40,30,2,8,31,164
Ñuble,161349,1114,160,1274,158965,57297,2021,10179,0,44,34,0,10,39,137
Biobío,517995,4064,565,4629,510282,127326,4749,35894,0,90,57,5,28,62,310
Araucanía,297088,2338,469,2807,292402,59551,4658,11318,0,24,15,2,7,16,138
Los Ríos,149935,1181,209,1390,147563,47427,1887,6034,0,11,9,0,2,11,27
Los Lagos,245238,2201,268,2469,241171,40093,4444,16327,0,8,4,1,3,2,39
Aysén,37241,193,24,217,36824,14830,2637,1794,0,2,2,0,0,1,16
Magallanes,68588,646,57,703,67334,12285,3087,3289,0,13,8,0,5,6,34
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5267627,52203,8884,61087,5176365,1321730,72842,353900,0,810,598,31,181,599,2997
