Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79532,752,147,899,78224,25089,1365,3439,0,16,11,5,0,8,42
Tarapacá,113253,1053,119,1172,111676,28972,845,10389,0,27,13,1,13,19,57
Antofagasta,182688,1657,301,1958,179955,32059,2197,6818,0,61,47,1,13,32,158
Atacama,116219,596,121,717,115056,50241,1496,1741,0,49,23,15,11,38,126
Coquimbo,209968,1645,302,1947,207129,62048,1968,9403,0,82,67,5,10,65,174
Valparaíso,489038,5213,1234,6447,480168,143483,3150,50211,0,235,161,21,53,173,531
Metropolitana,1952389,24612,6209,30821,1912420,390168,26845,161605,1,1023,696,46,281,631,2200
O’Higgins,220026,2243,577,2820,216160,68761,1413,14800,0,94,73,7,14,86,248
Maule,344799,2831,509,3340,339610,108178,4500,10643,0,134,95,14,25,78,274
Ñuble,157165,1121,201,1322,154879,53828,1670,10181,0,83,68,2,13,71,171
Biobío,507367,4113,695,4808,499737,120498,4060,35896,1,222,150,11,61,155,556
Araucanía,292116,2328,583,2911,287589,56273,4282,11319,0,95,75,5,15,72,218
Los Ríos,147038,1168,235,1403,144629,44913,1710,6034,0,85,54,9,22,68,186
Los Lagos,241477,2188,380,2568,237423,38078,4257,16328,0,97,43,21,33,37,227
Aysén,36040,193,27,220,35619,14006,2215,1794,0,13,7,4,2,12,43
Magallanes,67362,667,106,773,66151,11523,2720,3289,0,21,10,0,11,13,46
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5156519,52380,11748,64128,5066466,1248118,64693,353890,2,2337,1593,167,577,1558,5257
