Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,58262,674,141,815,56730,13183,582,3440,0,140,75,57,8,80,624
Tarapacá,82537,974,118,1092,80852,10867,360,10395,0,136,65,49,22,54,492
Antofagasta,132977,1491,287,1778,129458,13437,848,6822,0,521,196,230,95,154,1596
Atacama,75320,485,114,599,73024,21786,374,1747,1,432,188,70,174,286,1669
Coquimbo,144290,1412,293,1705,139754,28250,553,9389,0,835,460,277,98,390,2734
Valparaíso,360343,4510,1215,5725,348963,79473,1281,50210,2,1617,932,180,505,567,5643
Metropolitana,1561443,22550,6102,28652,1517543,245317,12729,161551,7,4156,2417,502,1237,1102,15206
O’Higgins,166211,1983,565,2548,161538,39839,629,14805,0,635,377,162,96,276,2089
Maule,258933,2458,499,2957,253635,69850,1327,10642,1,621,457,86,78,207,2028
Ñuble,109256,931,192,1123,106825,28708,490,10183,1,379,237,37,105,144,1132
Biobío,380466,3652,679,4331,371400,65422,1516,35900,0,1219,607,264,348,361,4167
Araucanía,225249,2020,571,2591,221079,36885,1165,11315,2,486,263,50,173,114,1285
Los Ríos,110990,1002,228,1230,108701,23170,619,6035,0,282,107,33,142,81,847
Los Lagos,200489,1967,372,2339,197029,25519,2820,16326,1,280,143,90,47,60,723
Aysén,26461,160,27,187,25950,8320,795,1795,0,77,46,16,15,36,264
Magallanes,54742,608,103,711,53568,6326,1338,3295,1,90,46,10,34,29,336
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3948012,46877,11508,58385,3846091,716352,27426,353850,16,11906,6616,2113,3177,3941,40835
