Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72123,713,144,857,70921,20605,1130,3441,0,27,16,8,3,16,161
Tarapacá,102341,1015,119,1134,100836,21516,597,10391,0,34,13,12,9,14,186
Antofagasta,164686,1580,297,1877,162127,24575,1462,6821,0,63,27,18,18,17,391
Atacama,100761,559,117,676,99558,38190,798,1745,0,57,18,33,6,35,393
Coquimbo,185522,1531,297,1828,182813,46908,1046,9391,0,101,60,26,15,52,578
Valparaíso,425636,4841,1225,6066,417364,105817,1897,50204,2,351,181,49,121,142,1552
Metropolitana,1738522,23429,6164,29593,1701617,293704,17049,161585,3,1022,542,147,333,306,4878
O’Higgins,195757,2101,573,2674,192150,54992,927,14798,0,137,85,22,30,53,639
Maule,306260,2608,504,3112,301244,88906,3337,10644,1,265,221,31,13,135,1183
Ñuble,132190,1000,194,1194,130023,39957,792,10181,0,147,90,10,47,63,604
Biobío,448071,3831,685,4516,440518,90230,2320,35904,2,369,214,84,71,137,1937
Araucanía,263554,2141,576,2717,259363,46095,1938,11314,1,221,141,30,50,40,838
Los Ríos,130233,1077,231,1308,128088,32928,1008,6034,0,98,55,6,37,41,451
Los Lagos,224694,2048,374,2422,221110,31861,3563,16332,0,102,55,16,31,22,469
Aysén,31424,173,27,200,31043,11110,1296,1794,0,21,13,5,3,12,95
Magallanes,61838,642,105,747,60808,8758,1865,3289,0,13,7,2,4,8,69
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4583654,49289,11634,60923,4499624,956152,41025,353868,9,3028,1738,499,791,1093,14424
