Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79673,753,147,900,78365,25186,1370,3439,0,4,3,1,0,3,27
Tarapacá,113464,1053,119,1172,111879,29121,859,10389,0,18,16,0,2,15,56
Antofagasta,183453,1659,301,1960,180655,32502,2255,6818,0,60,48,1,11,43,201
Atacama,116723,597,121,718,115502,50672,1554,1741,0,26,22,1,3,19,169
Coquimbo,210826,1648,302,1950,207961,62766,2038,9402,0,45,42,0,3,42,175
Valparaíso,491875,5226,1234,6460,482685,145623,3276,50211,1,232,184,7,41,189,760
Metropolitana,1963161,24649,6212,30861,1922258,396742,27725,161606,1,909,671,29,209,623,2828
O’Higgins,221361,2244,577,2821,217347,69789,1462,14801,0,90,78,1,11,75,361
Maule,346228,2841,509,3350,340880,109158,4549,10641,0,97,70,5,22,67,383
Ñuble,157987,1127,202,1329,155595,54554,1755,10181,0,74,63,0,11,64,245
Biobío,509916,4126,696,4822,502113,122204,4210,35896,0,187,136,5,46,145,645
Araucanía,293206,2338,583,2921,288551,56970,4372,11318,0,78,55,4,19,57,289
Los Ríos,147932,1175,235,1410,145437,45701,1746,6034,0,74,51,2,21,64,240
Los Lagos,242686,2195,380,2575,238472,38750,4311,16328,0,84,46,16,22,49,342
Aysén,36252,194,28,222,35829,14168,2264,1794,0,6,2,2,2,4,40
Magallanes,67575,668,106,774,66357,11656,2789,3290,1,12,8,0,4,7,39
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5182360,52493,11754,64247,5089927,1265562,66535,353889,3,1996,1495,74,427,1466,6800
