Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72876,720,144,864,71728,21017,1164,3441,0,31,16,10,5,15,68
Tarapacá,103389,1027,119,1146,101892,22053,620,10391,0,53,37,12,4,40,128
Antofagasta,166983,1596,298,1894,164475,25400,1533,6823,0,141,51,22,68,43,269
Atacama,102642,565,117,682,101571,39543,856,1744,0,103,55,34,14,81,226
Coquimbo,189023,1548,298,1846,186525,48684,1094,9390,0,134,103,22,9,81,273
Valparaíso,436166,4900,1226,6126,428204,111240,2020,50207,3,556,379,43,134,322,937
Metropolitana,1779728,23630,6170,29800,1742096,308374,18434,161582,2,2225,1314,140,771,987,4471
O’Higgins,200604,2126,575,2701,197045,57160,977,14801,0,235,153,49,33,138,461
Maule,315629,2646,504,3150,310720,92742,3770,10642,0,483,342,32,109,270,895
Ñuble,137388,1010,194,1204,135285,42597,883,10182,0,226,182,11,33,153,443
Biobío,461970,3888,686,4574,454603,96316,2522,35896,1,729,458,80,191,395,1478
Araucanía,269122,2168,577,2745,265073,47649,2114,11316,3,298,137,25,136,113,521
Los Ríos,132939,1095,232,1327,130849,34588,1074,6035,0,159,100,40,19,138,282
Los Lagos,227291,2074,374,2448,223770,32758,3709,16330,0,152,87,24,41,70,273
Aysén,31985,174,27,201,31612,11456,1368,1794,0,32,13,1,18,19,67
Magallanes,62736,644,105,749,61629,9184,1943,3291,0,54,29,4,21,23,112
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4690513,49811,11648,61459,4607118,1000761,44081,353865,9,5611,3456,549,1606,2888,10904
