Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80193,734,113,847,78806,25556,1415,3439,0,0,0,0,0,0,6
Tarapacá,114643,1038,99,1137,113007,30000,930,10389,0,10,10,0,0,9,18
Antofagasta,186290,1651,189,1840,183527,34088,2456,6818,0,8,7,1,0,0,11
Atacama,120650,595,98,693,119466,53864,1938,1741,0,7,6,1,0,7,35
Coquimbo,214174,1642,240,1882,211229,65503,2373,9401,0,13,10,0,3,9,17
Valparaíso,504168,5231,1012,6243,495024,154653,3742,50209,2,27,18,1,8,22,71
Metropolitana,2005281,24777,4541,29318,1964860,421771,31463,161601,0,53,24,10,19,18,152
O’Higgins,227080,2257,433,2690,223151,73885,1682,14808,0,2,1,0,1,1,10
Maule,352339,2823,416,3239,346927,112934,4771,10639,0,4,2,0,2,2,15
Ñuble,162043,1119,160,1279,159667,57879,2071,10179,0,5,4,1,0,5,10
Biobío,519473,4085,566,4651,511724,128173,4866,35887,0,12,4,2,6,4,30
Araucanía,297752,2361,470,2831,292943,59902,4725,11314,0,4,0,1,3,1,12
Los Ríos,150099,1189,209,1398,147635,47556,1908,6033,0,1,0,0,1,0,2
Los Lagos,245523,2209,269,2478,241314,40214,4463,16328,0,0,0,0,0,0,0
Aysén,37332,194,24,218,36916,14893,2679,1794,0,0,0,0,0,0,1
Magallanes,68782,649,57,706,67500,12419,3142,3288,0,1,0,0,1,1,5
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5285864,52554,8897,61451,5193737,1333290,74624,353868,2,147,86,17,44,79,395
