Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80217,736,113,849,78798,25574,1418,3438,0,0,0,0,0,0,2
Tarapacá,114743,1041,99,1140,113079,30076,934,10389,0,1,0,0,1,1,5
Antofagasta,186364,1652,189,1841,183532,34107,2460,6818,0,2,0,0,2,0,8
Atacama,120816,600,98,698,119606,53987,1958,1742,0,0,0,0,0,0,6
Coquimbo,214320,1645,240,1885,211306,65597,2447,9400,0,0,0,0,0,0,0
Valparaíso,504504,5248,1012,6260,495108,154866,3751,50209,0,6,0,0,6,2,13
Metropolitana,2005977,24818,4545,29363,1964651,422093,31544,161605,0,8,0,0,8,2,31
O’Higgins,227141,2259,433,2692,223122,73914,1683,14808,0,0,0,0,0,0,1
Maule,352404,2826,416,3242,346791,112965,4776,10641,0,1,0,0,1,1,6
Ñuble,162114,1124,160,1284,159630,57940,2073,10181,0,2,0,0,2,1,4
Biobío,519559,4089,566,4655,511557,128221,4871,35888,0,0,0,0,0,0,0
Araucanía,297797,2364,470,2834,292806,59918,4732,11314,0,1,0,0,1,0,3
Los Ríos,150110,1189,210,1399,147568,47563,1910,6033,0,0,0,0,0,0,0
Los Lagos,245549,2209,269,2478,241194,40218,4468,16327,0,1,0,0,1,0,2
Aysén,37343,195,24,219,36917,14902,2686,1794,0,0,0,0,0,0,1
Magallanes,68806,649,57,706,67474,12432,3147,3288,0,1,0,0,1,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287806,52644,8902,61546,5193180,1334373,74858,353875,0,23,0,0,23,7,84
