Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,63059,680,142,822,61173,15746,770,3441,0,212,99,103,10,97,941
Tarapacá,88539,979,118,1097,86086,14143,459,10394,0,371,177,133,61,180,1236
Antofagasta,144605,1513,288,1801,140239,17367,1052,6822,1,723,324,265,134,204,2377
Atacama,86030,506,116,622,83664,28754,536,1746,0,416,184,115,117,260,1693
Coquimbo,159627,1445,295,1740,155953,35132,693,9389,0,578,300,238,40,248,1784
Valparaíso,385391,4654,1221,5875,376627,88894,1498,50206,1,888,463,125,300,313,2695
Metropolitana,1627475,22894,6132,29026,1590439,261922,14135,161551,4,2110,1106,286,718,557,7256
O’Higgins,176786,2025,569,2594,172669,45453,720,14802,1,387,259,79,49,209,1414
Maule,270036,2498,501,2999,265020,74396,1675,10643,0,498,391,68,39,216,1575
Ñuble,115633,943,192,1135,113451,31802,566,10185,2,260,176,28,56,119,810
Biobío,400897,3697,684,4381,393057,72417,1756,35902,2,798,399,182,217,263,2730
Araucanía,235396,2041,572,2613,231091,39264,1354,11313,0,380,209,64,107,94,1298
Los Ríos,115781,1016,228,1244,113585,25372,716,6035,0,242,137,24,81,100,692
Los Lagos,206739,1984,373,2357,203068,27105,2998,16326,1,296,183,61,52,74,817
Aysén,27914,161,27,188,27444,9083,929,1795,0,55,31,12,12,22,216
Magallanes,57527,616,104,720,56193,7210,1487,3292,0,127,54,10,63,42,465
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4161478,47652,11564,59216,4069801,794060,31344,353842,12,8341,4492,1793,2056,2998,27999
