Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73851,724,144,868,72520,21504,1185,3441,0,55,32,19,4,27,216
Tarapacá,104704,1030,119,1149,103057,22813,656,10390,0,71,45,3,23,51,253
Antofagasta,170288,1604,298,1902,167352,26618,1648,6820,0,155,69,17,69,55,637
Atacama,105283,569,117,686,103845,41566,953,1743,0,129,59,25,45,95,560
Coquimbo,193555,1565,298,1863,190508,51210,1280,9390,0,267,182,58,27,163,738
Valparaíso,451920,4962,1230,6192,442089,119526,2218,50202,0,816,433,45,338,403,2548
Metropolitana,1836844,23841,6178,30019,1794983,332692,20204,161590,4,2465,1236,226,1003,1030,7827
O’Higgins,205919,2148,576,2724,201770,59971,1032,14803,1,290,163,62,65,154,965
Maule,325533,2690,507,3197,319754,97420,3968,10643,1,500,254,104,142,224,1578
Ñuble,144272,1033,195,1228,141534,46070,1040,10183,0,317,139,13,165,148,984
Biobío,477470,3933,688,4621,469461,103304,2726,35894,0,525,250,112,163,235,1872
Araucanía,277918,2196,580,2776,273246,50067,3802,11319,0,305,127,45,133,91,986
Los Ríos,137183,1109,232,1341,134721,37391,1210,6035,0,161,93,23,45,114,571
Los Lagos,230808,2085,375,2460,226885,33896,3818,16329,0,142,72,18,52,65,576
Aysén,33235,177,27,204,32769,12188,1543,1794,0,43,23,8,12,30,150
Magallanes,64013,646,105,751,62817,9759,2063,3291,0,49,24,7,18,20,171
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4832838,50312,11671,61983,4737352,1065995,49346,353867,6,6290,3201,785,2304,2905,20632
