Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72614,718,144,862,71414,20861,1152,3441,0,31,25,6,0,19,123
Tarapacá,102987,1025,119,1144,101489,21824,611,10391,0,27,15,5,7,15,145
Antofagasta,166104,1592,298,1890,163554,25055,1508,6822,0,74,37,8,29,26,325
Atacama,101855,563,117,680,100751,38964,823,1745,0,66,31,32,3,53,270
Coquimbo,187855,1543,298,1841,185187,48074,1078,9390,0,116,88,21,7,67,469
Valparaíso,432435,4888,1225,6113,424097,109280,1964,50202,1,314,190,51,73,160,1403
Metropolitana,1762793,23561,6167,29728,1724087,301576,17879,161579,4,1406,792,129,485,476,5901
O’Higgins,198904,2118,574,2692,195218,56349,964,14799,0,138,86,24,28,71,628
Maule,312274,2637,504,3141,307115,91224,3660,10645,1,253,163,43,47,110,1196
Ñuble,135485,1007,194,1201,133154,41566,841,10182,0,202,128,6,68,95,704
Biobío,456534,3879,685,4564,448876,93667,2432,35899,0,465,285,80,100,179,1842
Araucanía,267095,2159,576,2735,262858,47056,2050,11308,0,206,87,28,91,65,756
Los Ríos,131950,1091,231,1322,129791,33926,1054,6034,0,84,45,3,36,39,380
Los Lagos,226321,2067,374,2441,222773,32379,3642,16331,0,72,42,9,21,28,339
Aysén,31747,174,27,201,31394,11315,1338,1794,0,9,3,3,3,4,56
Magallanes,62353,644,105,749,61257,9004,1908,3291,0,32,15,4,13,13,116
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4649348,49666,11640,61306,4563056,982120,42904,353853,6,3495,2032,452,1011,1420,14653
