Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72023,711,144,855,70805,20542,1128,3441,0,44,28,14,2,24,183
Tarapacá,102223,1014,119,1133,100671,21463,597,10391,0,54,28,17,9,34,242
Antofagasta,164425,1577,296,1873,161811,24524,1452,6821,0,95,47,32,16,39,464
Atacama,100505,557,117,674,99219,38042,792,1745,0,124,68,45,11,97,485
Coquimbo,185104,1526,297,1823,182281,46728,1041,9392,0,170,128,33,9,112,712
Valparaíso,424410,4831,1225,6056,416250,105271,1887,50203,1,410,251,24,135,236,1492
Metropolitana,1734623,23405,6164,29569,1698098,292585,16929,161588,12,1266,824,79,363,540,4599
O’Higgins,195249,2097,573,2670,191680,54804,923,14800,1,146,113,12,21,89,623
Maule,305272,2601,504,3105,300188,88544,3285,10648,1,329,220,23,86,154,1278
Ñuble,131691,994,194,1188,129547,39731,790,10181,0,164,106,12,46,90,601
Biobío,446640,3820,685,4505,439066,89691,2293,35904,0,455,289,56,110,223,2002
Araucanía,262823,2134,576,2710,258668,45958,1917,11314,0,203,112,13,78,77,826
Los Ríos,129881,1073,231,1304,127774,32766,1000,6034,0,116,75,15,26,76,430
Los Lagos,224305,2044,374,2418,220736,31760,3553,16334,0,134,85,7,42,45,475
Aysén,31340,172,27,199,30966,11062,1284,1794,0,20,12,5,3,15,93
Magallanes,61794,642,104,746,60721,8735,1862,3289,0,25,11,1,13,10,120
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4572350,49198,11632,60830,4488522,952206,40733,353879,15,3755,2397,388,970,1861,14625
