Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,66177,684,142,826,64043,17466,891,3441,0,303,168,119,16,178,1174
Tarapacá,92592,986,118,1104,89700,16377,508,10395,0,515,272,127,116,332,1658
Antofagasta,151595,1531,292,1823,147085,19968,1171,6822,1,656,340,150,166,301,2483
Atacama,90816,527,116,643,88415,31868,610,1746,0,380,167,105,108,312,1695
Coquimbo,167101,1466,296,1762,162574,38702,778,9390,0,701,437,218,46,439,2580
Valparaíso,395429,4694,1222,5916,386075,93197,1601,50208,2,991,652,52,287,477,3144
Metropolitana,1653950,23043,6144,29187,1615040,269017,14773,161553,2,2373,1389,183,801,875,8586
O’Higgins,181289,2044,571,2615,176917,48018,767,14800,1,475,318,98,59,344,1614
Maule,276721,2515,504,3019,270887,77318,1961,10641,1,744,646,64,34,461,2335
Ñuble,118925,955,194,1149,116406,33665,623,10186,3,357,286,12,59,273,1115
Biobío,410969,3724,684,4408,402038,76196,1882,35908,2,1014,593,125,296,425,3722
Araucanía,240983,2060,574,2634,236210,40785,1489,11313,1,463,277,26,160,223,1706
Los Ríos,118746,1032,229,1261,116118,26996,767,6036,0,314,230,34,50,230,1082
Los Lagos,210221,1995,374,2369,206251,28136,3102,16328,2,304,223,53,28,172,1070
Aysén,28694,161,27,188,28186,9466,979,1795,0,89,52,4,33,52,251
Magallanes,58665,623,104,727,57401,7608,1569,3292,1,94,54,8,32,41,371
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4262916,48040,11593,59633,4163388,834783,33471,353854,16,9773,6104,1378,2291,5135,34586
