Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74373,725,144,869,73005,21791,1206,3442,0,67,31,33,3,44,239
Tarapacá,105322,1031,119,1150,103657,23212,672,10390,0,91,46,17,28,57,263
Antofagasta,171679,1608,298,1906,168769,27152,1694,6821,0,166,60,17,89,57,590
Atacama,106315,570,117,687,105000,42348,993,1741,0,112,44,26,42,97,421
Coquimbo,195488,1574,298,1872,192448,52329,1342,9393,1,250,152,60,38,140,700
Valparaíso,457824,4985,1230,6215,448369,122682,2326,50200,0,672,374,66,232,353,2081
Metropolitana,1853292,23929,6180,30109,1813159,339773,20782,161593,1,1874,915,160,799,818,5791
O’Higgins,208054,2159,576,2735,203965,61236,1062,14803,0,276,182,49,45,175,872
Maule,328633,2701,507,3208,323258,98958,4004,10642,0,366,179,90,97,158,1119
Ñuble,146536,1046,196,1242,143978,47184,1105,10182,0,271,144,9,118,136,771
Biobío,480996,3944,688,4632,473417,104938,2754,35893,0,386,204,78,104,184,1369
Araucanía,279822,2203,580,2783,275471,50608,3848,11319,0,223,101,21,101,58,625
Los Ríos,138513,1112,232,1344,136064,38303,1266,6035,0,149,89,33,27,101,524
Los Lagos,232245,2095,376,2471,228285,34387,3861,16331,0,206,66,31,109,60,567
Aysén,33685,180,27,207,33247,12477,1620,1794,0,32,16,5,11,23,116
Magallanes,64429,650,105,755,63218,9951,2111,3290,0,61,27,3,31,32,169
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4877248,50512,11675,62187,4785351,1087329,50646,353869,2,5202,2630,698,1874,2493,16217
