Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80320,736,113,849,78835,25654,1425,3438,0,4,3,0,1,3,16
Tarapacá,114862,1041,99,1140,113136,30172,934,10389,0,4,3,0,1,3,13
Antofagasta,186450,1654,189,1843,183492,34144,2465,6818,0,3,1,0,2,1,9
Atacama,120870,600,98,698,119593,54028,1964,1741,0,1,0,0,1,1,5
Coquimbo,214393,1647,240,1887,211211,65642,2450,9400,0,7,5,1,1,7,10
Valparaíso,504672,5259,1013,6272,494791,154971,3763,50215,0,6,4,0,2,4,30
Metropolitana,2006369,24845,4550,29395,1963421,422233,31584,161612,0,13,2,1,10,2,42
O’Higgins,227158,2261,433,2694,222928,73922,1684,14808,0,0,0,0,0,0,1
Maule,352420,2826,416,3242,346529,112976,4776,10638,0,2,1,0,1,1,4
Ñuble,162175,1125,160,1285,159551,58001,2087,10180,0,0,0,0,0,0,1
Biobío,519623,4093,568,4661,511232,128230,4875,35888,0,0,0,0,0,0,1
Araucanía,297814,2369,471,2840,292506,59923,4736,11315,0,1,0,0,1,1,2
Los Ríos,150128,1191,211,1402,147447,47564,1913,6033,0,0,0,0,0,0,1
Los Lagos,245575,2210,269,2479,241015,40224,4484,16327,0,0,0,0,0,0,0
Aysén,37346,195,24,219,36898,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68838,650,57,707,67444,12440,3154,3288,0,3,2,0,1,2,6
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5289055,52702,8912,61614,5190070,1335028,74980,353884,0,44,21,2,21,25,141
