Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79718,753,147,900,78388,25211,1370,3439,0,18,12,4,2,13,46
Tarapacá,113542,1054,119,1173,111942,29181,869,10389,0,28,19,3,6,19,67
Antofagasta,183811,1660,301,1961,180893,32709,2286,6818,0,162,114,15,33,89,315
Atacama,116955,597,121,718,115684,50879,1578,1741,0,100,59,23,18,86,218
Coquimbo,211158,1649,302,1951,208196,63053,2060,9402,0,134,103,12,19,113,260
Valparaíso,492917,5227,1234,6461,483552,146487,3309,50211,0,384,269,21,94,307,902
Metropolitana,1967389,24656,6213,30869,1925404,399521,28050,161605,1,1588,1113,47,428,1042,3789
O’Higgins,221916,2244,577,2821,217764,70236,1488,14802,1,229,184,21,24,181,489
Maule,346804,2843,511,3354,341309,109569,4566,10639,0,237,166,18,53,152,503
Ñuble,158355,1131,202,1333,155872,54882,1796,10181,0,133,115,1,17,121,316
Biobío,510730,4128,696,4824,502806,122757,4258,35896,0,292,192,10,90,199,736
Araucanía,293632,2339,583,2922,288866,57253,4407,11318,0,178,116,18,44,105,372
Los Ríos,148252,1176,235,1411,145681,45986,1759,6034,0,112,80,8,24,98,303
Los Lagos,243060,2197,380,2577,238820,38960,4328,16327,0,158,89,21,48,82,352
Aysén,36352,194,28,222,35914,14240,2310,1794,0,22,12,3,7,18,53
Magallanes,67653,668,106,774,66405,11702,2818,3289,0,26,18,0,8,16,63
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5192286,52516,11757,64273,5097537,1272626,67252,353885,2,3801,2661,225,915,2641,8784
