Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71978,711,144,855,70751,20517,1125,3441,0,21,12,9,0,10,192
Tarapacá,102169,1014,119,1133,100601,21429,597,10391,0,26,15,10,1,13,258
Antofagasta,164327,1577,296,1873,161669,24485,1447,6821,1,58,41,9,8,28,508
Atacama,100380,557,117,674,99065,37945,790,1745,0,39,29,5,5,28,514
Coquimbo,184932,1526,297,1823,182036,46616,1037,9392,0,89,66,17,6,49,785
Valparaíso,423998,4831,1225,6056,415755,105035,1880,50202,1,223,161,7,55,136,1575
Metropolitana,1733311,23397,6164,29561,1696598,292046,16880,161582,6,599,371,43,185,249,4827
O’Higgins,195106,2097,573,2670,191481,54715,919,14799,0,70,49,8,13,30,679
Maule,304935,2601,504,3105,299755,88390,3272,10647,1,203,182,12,9,87,1374
Ñuble,131525,994,194,1188,129348,39641,788,10182,1,70,59,1,10,38,634
Biobío,446188,3820,685,4505,438446,89468,2290,35904,0,254,197,22,35,151,2170
Araucanía,262611,2134,576,2710,258406,45882,1910,11314,1,120,63,3,54,44,876
Los Ríos,129764,1073,231,1304,127635,32690,999,6034,0,62,44,1,17,41,452
Los Lagos,224170,2044,374,2418,220527,31714,3547,16334,1,53,29,3,21,14,549
Aysén,31291,172,27,199,30937,11042,1278,1794,0,2,1,0,1,2,73
Magallanes,61768,642,104,746,60678,8724,1859,3289,0,17,10,0,7,7,137
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4568495,49190,11632,60822,4483729,950339,40618,353871,12,1906,1329,150,427,927,15603
