Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78236,736,144,880,76480,24217,1307,3440,0,153,75,68,10,103,568
Tarapacá,111015,1037,119,1156,108832,27386,775,10389,0,209,126,12,71,143,736
Antofagasta,178700,1624,299,1923,175373,30059,1992,6822,0,285,127,69,89,86,904
Atacama,111841,579,120,699,110214,46668,1214,1741,1,169,87,18,64,136,666
Coquimbo,203725,1609,299,1908,200495,57626,1655,9398,0,234,178,22,34,152,743
Valparaíso,475645,5109,1232,6341,466263,134069,2749,50206,0,525,376,11,138,371,1568
Metropolitana,1907777,24264,6193,30457,1866073,365310,23537,161589,3,1788,969,100,719,852,5769
O’Higgins,215103,2214,577,2791,211045,65492,1219,14800,0,230,125,59,46,140,639
Maule,337806,2768,507,3275,332337,103985,4255,10644,0,301,188,38,75,178,921
Ñuble,152769,1089,197,1286,150380,50538,1359,10180,0,122,67,1,54,73,446
Biobío,495405,4037,690,4727,487280,112613,3279,35894,0,514,289,63,162,257,1520
Araucanía,286225,2270,580,2850,281710,52976,4012,11316,0,164,81,25,58,74,515
Los Ríos,143690,1146,233,1379,141187,42081,1494,6034,0,128,87,10,31,98,432
Los Lagos,238093,2143,376,2519,234011,36676,4061,16328,0,133,46,17,70,48,485
Aysén,34992,184,27,211,34569,13320,1893,1794,0,26,17,4,5,22,76
Magallanes,66463,662,106,768,65202,10979,2527,3288,0,45,27,3,15,17,161
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5037527,51471,11701,63172,4941492,1173995,57328,353863,4,5026,2865,520,1641,2750,16149
