Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79890,755,147,902,78549,25336,1386,3439,0,8,8,0,0,7,34
Tarapacá,113842,1055,119,1174,112203,29398,887,10389,0,34,17,1,16,20,92
Antofagasta,184977,1662,301,1963,182108,33360,2362,6818,0,48,30,3,15,24,244
Atacama,118032,599,121,720,116615,51768,1694,1741,0,53,39,4,10,45,345
Coquimbo,212303,1651,302,1953,209351,64004,2129,9404,0,52,42,2,8,40,211
Valparaíso,497916,5234,1236,6470,488286,150224,3490,50213,1,277,211,2,64,192,1076
Metropolitana,1984046,24708,6214,30922,1941755,409507,29389,161607,2,1065,704,32,329,639,3741
O’Higgins,224248,2248,577,2825,220043,71914,1569,14806,2,115,90,0,25,80,512
Maule,349362,2852,511,3363,343728,111236,4645,10638,0,127,69,6,52,67,578
Ñuble,159915,1136,202,1338,157336,56143,1916,10181,0,97,69,1,27,74,376
Biobío,514648,4135,696,4831,506411,125343,4486,35895,0,253,163,5,85,165,951
Araucanía,295476,2353,583,2936,290563,58533,4543,11318,0,105,71,4,30,71,449
Los Ríos,149360,1183,236,1419,146842,46961,1836,6034,0,49,34,5,10,44,213
Los Lagos,244438,2211,380,2591,240214,39677,4399,16327,0,54,17,9,28,19,281
Aysén,36843,196,28,224,36340,14585,2469,1794,0,22,11,2,9,12,111
Magallanes,68122,668,106,774,66821,12006,2938,3290,1,22,14,0,8,13,101
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5233460,52646,11761,64407,5137206,1299995,70138,353894,6,2381,1589,76,716,1512,9315
