Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79161,747,147,894,77893,24829,1344,3439,0,9,7,1,1,8,44
Tarapacá,112703,1046,119,1165,111160,28592,816,10389,0,11,4,2,5,3,68
Antofagasta,181359,1639,301,1940,178733,31334,2123,6820,0,33,21,2,10,17,137
Atacama,114714,591,121,712,113471,48993,1379,1741,0,28,21,4,3,23,249
Coquimbo,207777,1625,302,1927,204919,60352,1833,9402,0,82,65,4,13,54,302
Valparaíso,483432,5167,1234,6401,474799,139344,2968,50209,0,147,109,8,30,104,593
Metropolitana,1932703,24462,6205,30667,1894157,378206,25284,161594,0,498,353,30,115,325,1825
O’Higgins,217713,2232,577,2809,213975,67072,1306,14798,0,66,50,6,10,43,242
Maule,341734,2790,507,3297,336677,106292,4362,10643,0,89,65,3,21,69,363
Ñuble,155111,1106,198,1304,152878,52102,1488,10182,1,61,43,0,18,43,217
Biobío,501836,4074,692,4766,494516,116560,3689,35895,0,130,86,4,40,98,517
Araucanía,289462,2293,582,2875,285061,54700,4126,11317,0,61,31,5,25,32,278
Los Ríos,145336,1157,234,1391,143062,43446,1602,6034,0,43,34,0,9,37,146
Los Lagos,239736,2168,378,2546,235864,37307,4154,16328,0,48,17,5,26,19,177
Aysén,35448,189,27,216,35038,13615,1956,1794,0,10,6,2,2,5,46
Magallanes,67022,665,106,771,65865,11319,2645,3289,1,8,6,0,2,6,28
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5105289,51951,11732,63683,5018109,1214063,61075,353874,2,1324,918,76,330,886,5232
