Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79245,749,147,896,77995,24881,1348,3439,0,4,4,0,0,3,18
Tarapacá,112870,1050,119,1169,111335,28704,826,10389,0,19,12,2,5,10,47
Antofagasta,181843,1646,301,1947,179188,31592,2154,6819,0,54,33,3,18,25,138
Atacama,115305,592,121,713,114131,49490,1420,1741,0,97,60,17,20,80,170
Coquimbo,208642,1625,302,1927,205860,61012,1877,9403,0,102,86,4,12,85,198
Valparaíso,485192,5187,1234,6421,476667,140665,3027,50208,0,200,151,15,34,167,404
Metropolitana,1938235,24514,6206,30720,1899818,381504,25680,161601,6,607,432,33,142,412,1382
O’Higgins,218374,2234,577,2811,214667,67513,1339,14798,0,101,87,5,9,76,177
Maule,342845,2800,507,3307,337837,106993,4402,10644,0,127,90,9,28,86,252
Ñuble,155830,1112,199,1311,153596,52679,1539,10182,0,89,77,2,10,85,192
Biobío,503398,4082,692,4774,496083,117644,3772,35895,0,201,129,16,56,140,448
Araucanía,290407,2301,583,2884,285975,55258,4188,11318,0,136,92,10,34,85,250
Los Ríos,145818,1159,234,1393,143532,43861,1630,6034,0,71,51,4,16,57,133
Los Lagos,240189,2174,378,2552,236316,37505,4175,16328,0,81,43,7,31,40,143
Aysén,35600,190,27,217,35215,13725,2019,1794,0,11,6,2,3,10,18
Magallanes,67140,666,106,772,65973,11395,2678,3289,0,6,4,1,1,5,27
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5120975,52081,11735,63816,5034229,1224421,62074,353882,6,1906,1357,130,419,1366,3997
