Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,59000,675,141,816,57335,13616,604,3440,0,245,148,81,16,119,754
Tarapacá,83232,974,118,1092,81381,11248,371,10395,0,244,135,56,53,153,656
Antofagasta,134505,1491,287,1778,131014,13955,876,6822,0,450,197,154,99,146,1561
Atacama,76983,487,114,601,74657,22920,400,1747,0,494,282,70,142,355,1692
Coquimbo,147288,1412,293,1705,142872,29603,581,9387,0,721,486,193,42,439,2610
Valparaíso,366338,4519,1217,5736,355738,81799,1325,50214,2,1373,799,127,447,621,4837
Metropolitana,1576824,22610,6111,28721,1534916,249387,13010,161556,7,3703,1869,300,1534,1149,13022
O’Higgins,168438,1985,566,2551,163847,41025,645,14806,3,627,472,89,66,431,1994
Maule,260845,2461,499,2960,256017,70718,1380,10642,1,399,347,37,15,247,1540
Ñuble,110503,931,192,1123,108177,29342,506,10182,0,322,220,54,48,209,1024
Biobío,384698,3655,679,4334,375745,66853,1550,35905,1,1149,634,144,371,404,4038
Araucanía,227010,2021,571,2592,222833,37288,1189,11312,0,455,239,23,193,157,1286
Los Ríos,111833,1002,228,1230,109650,23537,641,6035,0,198,125,14,59,99,735
Los Lagos,201382,1967,372,2339,197934,25761,2829,16326,0,225,144,50,31,86,707
Aysén,26681,160,27,187,26222,8463,820,1795,0,49,23,4,22,33,212
Magallanes,55090,608,104,712,53913,6431,1350,3293,0,97,51,8,38,40,337
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3990693,46958,11521,58479,3892293,731946,28077,353857,14,10751,6171,1404,3176,4688,37005
