Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55376,669,140,809,54461,11646,494,3439,0,14,11,3,0,8,59
Tarapacá,79535,968,118,1086,78324,9714,324,10393,0,19,14,3,2,11,87
Antofagasta,122766,1473,285,1758,120732,10265,642,6824,0,38,15,14,9,9,226
Atacama,65936,470,113,583,65185,16073,269,1748,4,56,22,22,12,38,186
Coquimbo,126513,1379,288,1667,124500,19925,442,9381,0,98,64,27,7,57,351
Valparaíso,306334,4370,1201,5571,300192,59610,952,50209,0,265,151,12,102,113,923
Metropolitana,1359296,22177,6060,28237,1328727,193860,9449,161551,3,909,534,80,295,280,3693
O’Higgins,149915,1949,561,2510,147270,32053,491,14802,0,73,41,21,11,47,269
Maule,239223,2404,498,2902,235828,61564,767,10643,2,100,85,7,8,63,457
Ñuble,100171,914,189,1103,98764,24269,390,10181,1,54,33,7,14,38,252
Biobío,352879,3591,674,4265,347832,57183,1238,35947,0,141,77,21,43,42,605
Araucanía,215768,1993,570,2563,212927,34773,1004,11319,1,73,35,2,36,26,262
Los Ríos,105950,991,228,1219,104566,21107,535,6036,0,18,14,2,2,11,102
Los Lagos,195120,1942,366,2308,192508,24372,2636,16329,0,18,6,6,6,5,125
Aysén,24977,157,27,184,24711,7471,685,1795,0,8,6,2,0,4,50
Magallanes,51581,598,103,701,50650,5233,1120,3294,0,34,29,1,4,15,157
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3551383,46045,11423,57468,3487219,589118,21438,353891,11,1918,1137,230,551,767,7804
