Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72955,720,144,864,71767,21054,1165,3441,0,38,21,14,3,20,106
Tarapacá,103495,1027,119,1146,101979,22119,621,10391,0,53,31,5,17,31,140
Antofagasta,167219,1597,298,1895,164612,25470,1539,6823,0,116,47,12,57,36,356
Atacama,102852,566,117,683,101697,39683,861,1743,0,105,51,36,18,67,305
Coquimbo,189382,1551,298,1849,186728,48860,1096,9390,0,188,117,40,31,97,414
Valparaíso,437263,4907,1226,6133,428926,111762,2038,50208,4,538,350,65,123,293,1272
Metropolitana,1784856,23644,6172,29816,1745509,310322,18586,161586,4,2463,1401,249,813,1007,6096
O’Higgins,201033,2127,575,2702,197362,57396,983,14801,0,210,141,41,28,114,566
Maule,316617,2651,504,3155,311328,93165,3792,10642,0,438,261,104,73,200,1252
Ñuble,137927,1014,194,1208,135658,42863,896,10182,0,242,155,11,76,137,593
Biobío,463660,3897,686,4583,455629,97013,2550,35895,0,766,420,151,195,330,2098
Araucanía,269790,2171,577,2748,265478,47854,2145,11318,2,351,206,25,120,99,762
Los Ríos,133290,1096,232,1328,131014,34823,1090,6035,0,169,91,45,33,121,453
Los Lagos,227572,2077,374,2451,223950,32849,3720,16330,0,125,66,21,38,37,353
Aysén,32077,174,27,201,31669,11507,1378,1794,0,41,24,4,13,22,100
Magallanes,62851,644,105,749,61704,9234,1950,3291,0,56,35,3,18,21,146
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4702881,49863,11650,61513,4615051,1005974,44410,353870,10,5899,3417,826,1656,2632,15012
