Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71435,707,143,850,70021,20223,1100,3441,0,73,42,29,2,38,397
Tarapacá,101245,1009,119,1128,99233,21001,588,10392,1,179,70,78,31,98,717
Antofagasta,162824,1562,295,1857,159709,24038,1384,6820,0,225,97,89,39,66,1000
Atacama,98827,549,116,665,97172,36926,757,1745,0,201,103,70,28,132,885
Coquimbo,182279,1511,297,1808,178961,45492,994,9392,0,368,218,112,38,145,1258
Valparaíso,418695,4798,1224,6022,409850,102768,1841,50204,3,645,358,84,203,245,2291
Metropolitana,1716838,23305,6155,29460,1678759,287393,16387,161579,9,1727,1083,202,442,520,6625
O’Higgins,192756,2083,573,2656,188745,53899,894,14798,0,312,199,66,47,97,1120
Maule,299964,2579,504,3083,294028,86678,3002,10639,0,661,498,73,90,174,2210
Ñuble,129259,988,194,1182,126660,38601,754,10182,0,297,189,15,93,127,1085
Biobío,439567,3785,685,4470,430759,87017,2201,35908,1,872,432,225,215,306,3341
Araucanía,259119,2113,575,2688,254330,45155,1824,11313,0,349,184,75,90,99,1525
Los Ríos,128241,1066,230,1296,125851,31948,965,6034,0,214,95,28,91,82,747
Los Lagos,222077,2029,374,2403,218109,31216,3479,16331,0,315,169,66,80,82,928
Aysén,30878,168,27,195,30453,10822,1147,1794,0,35,20,0,15,35,155
Magallanes,61324,639,104,743,60116,8542,1831,3289,0,64,33,13,18,28,268
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4515370,48891,11617,60508,4422797,931719,39148,353861,14,6537,3790,1225,1522,2274,24552
