Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80086,731,113,844,78743,25474,1401,3439,0,6,6,0,0,6,12
Tarapacá,114283,1034,99,1133,112685,29732,920,10389,0,13,11,0,2,11,27
Antofagasta,186008,1648,189,1837,183294,33942,2429,6818,0,28,25,0,3,18,43
Atacama,119892,588,98,686,118711,53262,1859,1741,0,20,18,1,1,17,82
Coquimbo,213535,1627,240,1867,210666,65015,2213,9399,0,24,21,0,3,21,57
Valparaíso,502701,5180,1011,6191,493771,153616,3669,50205,0,51,42,1,8,45,174
Metropolitana,2000717,24663,4538,29201,1960848,419257,30931,161594,0,273,198,12,63,199,652
O’Higgins,226545,2245,432,2677,222668,73539,1659,14808,0,37,33,0,4,31,90
Maule,351775,2806,414,3220,346458,112662,4737,10636,0,28,18,1,9,17,110
Ñuble,161592,1114,160,1274,159260,57497,2034,10179,0,16,15,0,1,15,67
Biobío,518622,4070,565,4635,511022,127692,4796,35888,0,57,39,0,18,37,149
Araucanía,297345,2344,469,2813,292703,59696,4683,11314,0,16,11,2,3,10,59
Los Ríos,150017,1183,209,1392,147636,47488,1901,6033,0,5,4,0,1,4,15
Los Lagos,245368,2205,268,2473,241282,40157,4448,16327,0,5,3,0,2,2,28
Aysén,37274,193,24,217,36869,14852,2653,1794,0,1,1,0,0,0,4
Magallanes,68662,646,57,703,67421,12336,3106,3288,0,5,4,0,1,4,14
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5274464,52277,8887,61164,5184078,1326217,73439,353852,0,585,449,17,119,437,1583
