Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55553,671,140,811,54587,11781,500,3439,0,19,16,2,1,16,98
Tarapacá,79775,968,118,1086,78521,9806,326,10393,0,40,20,14,6,11,123
Antofagasta,123331,1475,286,1761,121196,10436,664,6821,0,79,29,36,14,13,306
Atacama,66269,472,113,585,65533,16249,273,1744,0,33,9,11,13,21,161
Coquimbo,127293,1381,289,1670,125248,20277,444,9380,0,94,73,7,14,39,356
Valparaíso,308860,4398,1203,5601,302241,60663,963,50208,0,425,246,52,127,189,1307
Metropolitana,1370543,22220,6063,28283,1337700,196499,9604,161561,3,1476,858,172,446,380,5659
O’Higgins,150602,1957,562,2519,147865,32343,495,14802,0,113,69,29,15,49,322
Maule,240294,2417,498,2915,236751,62091,785,10642,0,152,134,14,4,91,536
Ñuble,100717,918,189,1107,99263,24544,400,10180,1,96,67,6,23,51,272
Biobío,354310,3604,675,4279,349096,57669,1251,35906,2,211,98,53,60,62,682
Araucanía,216468,2002,570,2572,213513,34934,1017,11319,0,95,44,11,40,26,304
Los Ríos,106204,994,228,1222,104766,21211,539,6035,0,26,13,5,8,12,120
Los Lagos,195504,1946,368,2314,192844,24443,2740,16330,1,38,18,9,11,8,127
Aysén,25096,157,27,184,24802,7542,690,1795,0,21,19,2,0,18,71
Magallanes,51955,600,103,703,51011,5341,1183,3294,0,43,36,1,6,15,160
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3572817,46180,11434,57614,3504979,595829,21874,353849,7,2961,1749,424,788,1001,10604
