Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79563,752,147,899,78246,25112,1367,3438,0,9,5,2,2,8,46
Tarapacá,113292,1053,119,1172,111706,29000,849,10389,0,23,15,2,6,18,65
Antofagasta,182822,1658,301,1959,180051,32135,2206,6818,0,62,40,0,22,31,189
Atacama,116307,596,121,717,115114,50315,1510,1741,0,32,23,8,1,26,152
Coquimbo,210145,1645,302,1947,207250,62193,1986,9402,0,83,73,5,5,71,221
Valparaíso,489515,5217,1234,6451,480491,143818,3168,50211,0,225,165,11,49,162,660
Metropolitana,1954349,24619,6210,30829,1913775,391324,27027,161603,0,892,635,34,223,567,2735
O’Higgins,220270,2244,577,2821,216307,68945,1421,14801,1,111,89,9,13,92,336
Maule,345047,2834,509,3343,339757,108347,4510,10643,0,119,84,6,29,80,361
Ñuble,157300,1122,201,1323,154973,53946,1680,10181,0,59,46,1,12,50,208
Biobío,507829,4117,695,4812,500094,120819,4082,35896,0,212,147,7,58,152,637
Araucanía,292347,2332,583,2915,287749,56418,4303,11319,0,105,62,16,27,62,277
Los Ríos,147206,1171,235,1406,144749,45058,1717,6034,0,83,60,4,19,72,228
Los Lagos,241664,2189,380,2569,237545,38181,4264,16328,0,100,51,20,29,58,284
Aysén,36112,193,27,220,35671,14066,2257,1794,0,13,9,1,3,11,63
Magallanes,67399,667,106,773,66173,11544,2729,3289,0,18,10,1,7,9,59
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5161209,52409,11749,64158,5069692,1251221,65076,353887,1,2146,1514,127,505,1469,6521
