Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79279,749,147,896,78027,24904,1349,3439,0,3,2,1,0,2,10
Tarapacá,112982,1052,119,1171,111450,28769,834,10389,0,8,6,1,1,7,35
Antofagasta,182026,1651,301,1952,179429,31682,2168,6819,0,17,11,1,5,14,67
Atacama,115570,592,121,713,114445,49708,1432,1741,0,28,20,7,1,26,115
Coquimbo,209010,1631,302,1933,206278,61295,1900,9403,0,49,45,1,3,44,131
Valparaíso,486219,5197,1234,6431,477611,141367,3057,50210,2,123,98,4,21,99,420
Metropolitana,1941714,24540,6207,30747,1903286,383523,25952,161602,0,334,245,17,72,239,1254
O’Higgins,218768,2237,577,2814,215069,67791,1355,14798,0,36,28,0,8,25,142
Maule,343369,2809,508,3317,338392,107302,4427,10643,0,67,55,1,11,54,189
Ñuble,156216,1117,200,1317,154014,53001,1581,10182,0,51,38,2,11,41,138
Biobío,504452,4094,694,4788,497125,118418,3837,35895,0,133,109,1,23,111,419
Araucanía,290906,2305,583,2888,286525,55534,4215,11318,0,48,32,3,13,31,169
Los Ríos,146149,1162,234,1396,143869,44130,1663,6034,0,40,36,2,2,36,114
Los Lagos,240486,2179,379,2558,236620,37607,4191,16328,0,20,7,2,11,11,107
Aysén,35831,191,27,218,35435,13854,2170,1794,0,4,2,0,2,2,25
Magallanes,67185,667,106,773,66024,11428,2684,3289,0,4,3,0,1,3,14
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5130204,52173,11741,63914,5043640,1230313,62815,353884,2,965,737,43,185,745,3349
