Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55084,667,140,807,54051,11481,486,3439,0,35,13,21,1,27,188
Tarapacá,79175,966,118,1084,77929,9587,319,10394,0,34,19,8,7,8,141
Antofagasta,121698,1463,283,1746,119515,9934,597,6821,0,111,43,39,29,11,417
Atacama,65142,464,113,577,64329,15648,254,1744,1,67,30,20,17,20,264
Coquimbo,124689,1365,287,1652,122386,19177,426,9381,0,156,75,27,54,70,672
Valparaíso,300974,4317,1198,5515,294305,57643,921,50198,0,425,256,46,123,144,1567
Metropolitana,1338521,22009,6046,28055,1305856,188769,9090,161557,7,1554,879,206,469,362,6277
O’Higgins,148052,1924,559,2483,144972,31266,479,14802,0,196,129,45,22,84,775
Maule,236434,2350,498,2848,232389,60203,718,10642,0,266,204,18,44,110,1215
Ñuble,98869,888,189,1077,97226,23648,376,10180,2,132,79,11,42,45,548
Biobío,349049,3538,673,4211,342794,55990,1199,35962,4,407,229,86,92,128,1933
Araucanía,213800,1961,570,2531,210585,34310,977,11319,1,182,113,19,50,35,723
Los Ríos,105217,976,227,1203,103644,20761,504,6034,0,88,46,14,28,41,341
Los Lagos,192541,1922,365,2287,189677,23765,1008,16328,0,120,54,27,39,29,462
Aysén,24690,152,26,178,24394,7302,670,1794,0,16,9,7,0,9,96
Magallanes,50805,596,103,699,49873,5004,946,3295,0,31,19,3,9,9,171
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3504783,45558,11397,56955,3433967,574488,18970,353890,15,3820,2197,597,1026,1132,15790
