Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80080,731,113,844,78734,25468,1400,3439,0,4,4,0,0,4,15
Tarapacá,114270,1034,99,1133,112672,29721,918,10389,0,4,3,0,1,4,27
Antofagasta,185980,1648,189,1837,183271,33924,2425,6818,0,8,7,0,1,6,38
Atacama,119872,588,98,686,118655,53245,1859,1741,0,31,26,4,1,22,118
Coquimbo,213511,1627,240,1867,210641,64994,2212,9399,0,16,15,0,1,15,58
Valparaíso,502650,5180,1011,6191,493665,153571,3665,50205,0,64,48,1,15,56,229
Metropolitana,2000444,24658,4538,29196,1960465,419058,30911,161593,0,200,137,9,54,134,762
O’Higgins,226508,2245,432,2677,222622,73508,1658,14808,0,29,25,0,4,22,99
Maule,351746,2806,414,3220,346407,112645,4737,10636,0,47,31,4,12,31,132
Ñuble,161576,1114,160,1274,159231,57482,2033,10179,0,29,23,1,5,23,80
Biobío,518564,4070,565,4635,510946,127655,4792,35888,0,41,30,3,8,32,167
Araucanía,297329,2344,469,2813,292673,59686,4682,11314,0,21,12,3,6,12,73
Los Ríos,150012,1183,209,1392,147628,47484,1900,6033,0,6,3,0,3,4,18
Los Lagos,245363,2205,268,2473,241263,40155,4448,16327,0,9,4,0,5,3,42
Aysén,37273,193,24,217,36865,14852,2653,1794,0,0,0,0,0,0,7
Magallanes,68657,646,57,703,67413,12332,3106,3288,0,5,5,0,0,5,17
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5273877,52272,8887,61159,5183192,1325780,73399,353851,0,514,373,25,116,373,1882
