Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,54844,667,140,807,53769,11311,484,3442,0,48,29,16,3,28,236
Tarapacá,78965,965,118,1083,77681,9519,316,10393,0,53,25,20,8,18,188
Antofagasta,121009,1458,282,1740,118700,9724,568,6822,0,136,53,64,19,38,560
Atacama,64702,459,113,572,63689,15461,252,1744,1,86,36,31,19,43,470
Coquimbo,123495,1352,287,1639,120826,18693,419,9384,1,236,151,49,36,84,1067
Valparaíso,298225,4281,1198,5479,290772,56678,903,50198,2,610,341,91,178,223,2422
Metropolitana,1327214,21912,6038,27950,1292316,186256,8933,161575,30,1935,1095,230,610,482,8763
O’Higgins,146722,1909,559,2468,143370,30710,474,14804,0,259,167,51,41,108,1077
Maule,234346,2319,496,2815,229787,59336,709,10642,2,390,305,57,28,169,1778
Ñuble,97966,879,189,1068,95951,23258,369,10178,2,242,155,39,48,84,938
Biobío,345917,3500,673,4173,338489,54945,1185,35958,2,708,383,89,236,172,3180
Araucanía,212376,1943,570,2513,208625,33995,957,11319,1,393,176,37,180,137,1306
Los Ríos,104598,964,225,1189,102877,20507,491,6036,1,115,61,12,42,51,513
Los Lagos,191433,1904,364,2268,188237,23478,806,16331,2,236,117,58,61,52,833
Aysén,24535,150,26,176,24157,7221,662,1794,0,36,17,18,1,15,182
Magallanes,50524,592,103,695,49461,4922,922,3296,0,81,46,6,29,19,310
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3476914,45254,11383,56637,3398749,566014,18450,353916,44,5564,3157,868,1539,1723,23823
