Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79593,753,147,900,78271,25130,1369,3439,1,5,3,2,0,2,50
Tarapacá,113325,1053,119,1172,111751,29020,849,10389,0,12,8,0,4,7,52
Antofagasta,182929,1658,301,1959,180180,32204,2207,6818,0,67,51,6,10,42,165
Atacama,116386,596,121,717,115216,50383,1517,1741,0,34,30,0,4,32,128
Coquimbo,210277,1646,302,1948,207419,62291,1996,9402,0,51,44,2,5,39,182
Valparaíso,489901,5218,1234,6452,480976,144108,3184,50211,0,170,135,11,24,141,554
Metropolitana,1955906,24623,6210,30833,1915848,392273,27131,161605,0,644,435,20,189,416,2186
O’Higgins,220456,2244,577,2821,216551,69090,1429,14800,0,84,71,1,12,71,276
Maule,345248,2835,509,3344,340033,108496,4523,10642,0,76,60,1,15,58,283
Ñuble,157430,1123,201,1324,155129,54058,1690,10181,0,49,40,0,9,45,176
Biobío,508239,4120,696,4816,500558,121116,4109,35895,0,195,143,3,49,145,573
Araucanía,292474,2334,583,2917,287950,56505,4312,11319,0,54,41,3,10,41,199
Los Ríos,147317,1171,235,1406,144904,45157,1722,6034,0,56,41,7,8,47,182
Los Lagos,241828,2189,380,2569,237741,38263,4272,16328,0,64,30,4,30,32,246
Aysén,36147,194,27,221,35717,14089,2260,1794,0,14,9,2,3,7,51
Magallanes,67424,667,106,773,66221,11563,2733,3289,0,13,10,0,3,10,35
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5164922,52424,11750,64174,5074506,1253746,65303,353887,1,1588,1151,62,375,1135,5338
