Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73140,720,144,864,71947,21147,1168,3441,0,42,18,18,6,21,107
Tarapacá,103756,1027,119,1146,102240,22238,631,10391,0,52,23,6,23,26,134
Antofagasta,167877,1599,298,1897,165249,25700,1559,6824,0,152,64,9,79,47,360
Atacama,103351,566,117,683,102227,40070,878,1743,0,95,53,12,30,72,268
Coquimbo,190329,1555,298,1853,187620,49401,1144,9390,0,215,160,38,17,123,445
Valparaíso,440499,4918,1226,6144,431872,113423,2078,50208,2,771,461,92,218,390,1514
Metropolitana,1798461,23682,6174,29856,1758890,315898,19073,161589,6,2986,1631,231,1124,1138,6149
O’Higgins,202141,2132,575,2707,198503,57959,989,14801,0,270,142,58,70,123,506
Maule,319019,2656,505,3161,313864,94234,3861,10643,0,590,295,174,121,234,1079
Ñuble,139362,1016,195,1211,137044,43575,939,10184,2,299,192,12,95,130,623
Biobío,467891,3907,687,4594,459951,98950,2582,35893,0,826,347,182,297,357,1954
Araucanía,273148,2176,577,2753,268815,48697,3690,11318,0,465,220,82,163,109,748
Los Ríos,134334,1099,232,1331,131962,35481,1116,6035,0,291,136,59,96,171,526
Los Lagos,228395,2078,375,2453,224721,33081,3738,16330,0,197,121,25,51,48,389
Aysén,32355,175,27,202,31909,11659,1396,1794,0,54,28,10,16,31,135
Magallanes,63112,645,105,750,61981,9331,1973,3291,0,61,29,4,28,29,125
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4737212,49951,11656,61607,4648836,1020844,46815,353875,10,7366,3920,1012,2434,3049,15062
