Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55239,667,140,807,54297,11564,491,3439,0,19,11,8,0,15,94
Tarapacá,79341,967,118,1085,78145,9640,320,10393,0,19,15,3,1,6,83
Antofagasta,122203,1464,284,1748,120212,10070,620,6824,2,41,18,16,7,9,209
Atacama,65556,469,113,582,64747,15870,260,1743,0,66,33,22,11,40,252
Coquimbo,125543,1372,288,1660,123479,19523,436,9383,1,88,61,15,12,43,415
Valparaíso,303698,4349,1200,5549,297190,58580,937,50203,2,295,159,50,86,112,1337
Metropolitana,1348473,22090,6054,28144,1316649,191038,9261,161565,4,1111,630,139,342,282,5180
O’Higgins,149027,1936,561,2497,146160,31668,488,14802,0,125,77,33,15,54,526
Maule,237859,2385,498,2883,234216,60890,733,10643,0,180,142,24,14,86,744
Ñuble,99526,904,189,1093,98051,23921,382,10179,0,72,38,8,26,28,341
Biobío,351127,3572,673,4245,345688,56612,1224,35964,3,223,119,45,59,77,1045
Araucanía,214904,1979,570,2549,211878,34560,995,11318,0,138,68,19,51,25,491
Los Ríos,105654,981,227,1208,104211,20958,530,6034,0,37,21,11,5,17,188
Los Lagos,194478,1931,366,2297,191798,24223,2354,16332,0,65,32,28,5,26,228
Aysén,24831,155,26,181,24544,7380,675,1794,0,8,6,2,0,7,80
Magallanes,51124,598,103,701,50207,5102,1020,3294,0,29,23,3,3,7,147
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3528626,45819,11412,57231,3461514,581599,20726,353910,12,2516,1453,426,637,834,11360
