Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79758,753,147,900,78419,25238,1371,3439,0,17,13,2,2,13,45
Tarapacá,113605,1054,119,1173,112012,29227,873,10389,0,22,15,1,6,13,57
Antofagasta,184164,1660,301,1961,181215,32899,2309,6818,0,115,81,6,28,64,339
Atacama,117231,598,121,719,115853,51111,1613,1741,0,86,51,17,18,78,317
Coquimbo,211527,1650,302,1952,208473,63355,2073,9404,1,104,85,3,16,81,335
Valparaíso,494294,5230,1235,6465,484523,147518,3364,50210,0,478,359,41,78,345,1275
Metropolitana,1972074,24669,6213,30882,1929474,402350,28387,161601,1,1453,986,52,415,908,4311
O’Higgins,222598,2244,577,2821,218258,70724,1514,14803,0,244,169,30,45,174,663
Maule,347496,2847,511,3358,341845,110030,4605,10639,0,211,147,19,45,146,634
Ñuble,158704,1133,202,1335,156206,55182,1828,10181,0,127,109,0,18,110,322
Biobío,511635,4129,696,4825,503560,123371,4314,35897,0,262,177,5,80,190,847
Araucanía,294063,2345,583,2928,289243,57536,4446,11318,0,147,94,7,46,103,402
Los Ríos,148556,1178,235,1413,145984,46252,1777,6034,0,98,75,0,23,92,293
Los Lagos,243488,2200,380,2580,239186,39189,4350,16327,0,116,62,19,35,58,397
Aysén,36526,195,28,223,36013,14362,2393,1794,0,34,18,10,6,26,122
Magallanes,67771,668,106,774,66466,11791,2842,3289,0,51,31,13,7,43,113
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5203532,52553,11758,64311,5106771,1280135,68059,353884,2,3565,2472,225,868,2444,10472
