Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,75631,728,144,872,74193,22549,1249,3440,0,68,28,31,9,40,286
Tarapacá,107043,1034,119,1153,105238,24463,714,10390,0,134,79,17,38,93,379
Antofagasta,174550,1617,298,1915,171722,28301,1806,6821,0,176,83,15,78,60,469
Atacama,108833,574,117,691,107410,44267,1074,1740,0,131,58,20,53,99,499
Coquimbo,199401,1590,298,1888,196476,54760,1446,9397,0,167,111,32,24,106,520
Valparaíso,467169,5049,1231,6280,458546,128374,2496,50202,2,394,254,36,104,244,1047
Metropolitana,1878517,24104,6187,30291,1840526,351187,21911,161592,0,923,542,88,293,440,2925
O’Higgins,211563,2184,576,2760,207775,63275,1127,14802,0,151,88,18,45,90,477
Maule,333339,2742,507,3249,328322,101402,4115,10644,0,234,122,37,75,110,607
Ñuble,150130,1066,197,1263,147871,49044,1225,10182,0,130,77,6,47,79,386
Biobío,487766,3987,688,4675,480440,108258,2912,35893,0,320,178,39,103,182,947
Araucanía,283067,2239,580,2819,278788,51690,3916,11319,0,157,64,15,78,53,414
Los Ríos,141174,1130,232,1362,138855,40137,1383,6034,0,108,67,14,27,77,333
Los Lagos,235267,2114,376,2490,231271,35562,3957,16330,0,150,54,29,67,57,509
Aysén,34362,183,27,210,33927,12924,1742,1794,0,34,18,9,7,21,99
Magallanes,65340,657,106,763,64119,10393,2258,3289,0,46,20,2,24,22,150
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4953194,50998,11685,62683,4865520,1126586,53331,353869,2,3323,1843,408,1072,1773,10047
