Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79951,756,147,903,78588,25374,1388,3439,0,9,6,3,0,6,48
Tarapacá,113943,1055,119,1174,112328,29472,895,10389,0,19,15,1,3,15,65
Antofagasta,185363,1662,301,1963,182433,33577,2384,6818,0,95,60,8,27,45,291
Atacama,118633,600,121,721,117087,52246,1747,1740,0,130,66,30,34,100,467
Coquimbo,212719,1653,302,1955,209683,64358,2159,9405,1,108,88,3,17,91,281
Valparaíso,499465,5244,1236,6480,489810,151343,3553,50213,1,370,246,14,110,249,1045
Metropolitana,1989401,24733,6214,30947,1946980,412656,29870,161611,4,1276,808,64,404,734,3716
O’Higgins,225040,2250,577,2827,220744,72473,1599,14806,0,195,131,18,46,130,583
Maule,350185,2858,511,3369,344498,111751,4681,10638,0,197,145,19,33,130,593
Ñuble,160471,1136,202,1338,157865,56594,1957,10180,0,113,92,0,21,97,387
Biobío,515937,4141,696,4837,507713,126130,4578,35895,0,348,204,11,133,194,897
Araucanía,296136,2356,583,2939,291181,58971,4586,11318,0,164,101,17,46,96,463
Los Ríos,149655,1184,236,1420,147148,47200,1858,6034,0,69,51,7,11,52,187
Los Lagos,244822,2215,380,2595,240575,39884,4421,16327,0,83,44,14,25,49,277
Aysén,36970,196,28,224,36484,14667,2505,1794,0,37,24,8,5,22,88
Magallanes,68320,668,106,774,66997,12138,3012,3290,0,37,26,3,8,24,118
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5247053,52707,11761,64468,5150155,1308834,71193,353897,6,3250,2107,220,923,2034,9506
