Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55479,670,140,810,54526,11723,497,3439,0,11,8,2,1,9,90
Tarapacá,79671,968,118,1086,78445,9772,325,10393,0,10,3,5,2,4,99
Antofagasta,123076,1474,286,1760,121031,10347,654,6822,0,28,12,10,6,10,222
Atacama,66151,472,113,585,65409,16186,272,1748,0,20,8,7,5,15,169
Coquimbo,127014,1380,289,1669,125013,20147,442,9380,0,45,24,16,5,19,321
Valparaíso,307718,4382,1201,5583,301522,60154,959,50210,2,131,92,6,33,66,904
Metropolitana,1365635,22202,6061,28263,1334413,195300,9535,161556,6,480,339,33,108,208,4117
O’Higgins,150311,1954,561,2515,147644,32205,492,14803,0,25,20,1,4,17,266
Maule,239869,2412,498,2910,236467,61876,774,10641,0,78,72,6,0,47,416
Ñuble,100465,917,189,1106,99107,24416,395,10180,0,23,20,0,3,12,182
Biobío,353760,3596,675,4271,348603,57482,1243,35904,2,88,56,11,21,33,653
Araucanía,216196,1997,570,2567,213301,34872,1013,11318,1,30,16,7,7,7,263
Los Ríos,106108,993,228,1221,104693,21174,539,6035,0,19,12,4,3,9,109
Los Lagos,195299,1943,367,2310,192663,24416,2642,16330,1,6,3,2,1,1,117
Aysén,25032,157,27,184,24765,7500,683,1795,0,10,7,3,0,8,44
Magallanes,51823,599,103,702,50910,5308,1175,3294,0,21,13,0,8,6,131
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3563650,46116,11428,57544,3498554,592878,21640,353848,12,1025,705,113,207,471,8103
