Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55244,668,140,808,54317,11569,491,3439,0,5,3,2,0,5,78
Tarapacá,79357,968,118,1086,78165,9646,320,10393,0,16,6,3,7,6,79
Antofagasta,122235,1464,285,1749,120239,10077,620,6824,2,29,18,6,5,7,212
Atacama,65576,469,113,582,64780,15876,261,1743,0,19,7,7,5,6,237
Coquimbo,125609,1373,288,1661,123550,19543,437,9383,1,61,38,13,10,19,406
Valparaíso,303873,4351,1201,5552,297437,58647,937,50203,2,171,96,12,63,67,1252
Metropolitana,1349281,22100,6055,28155,1317669,191215,9265,161563,5,611,346,55,210,179,4930
O’Higgins,149090,1936,561,2497,146254,31683,488,14802,0,67,48,9,10,16,491
Maule,237966,2386,498,2884,234391,60922,733,10643,0,103,88,12,3,32,665
Ñuble,99559,904,189,1093,98109,23931,382,10179,0,33,21,10,2,10,315
Biobío,351274,3573,674,4247,345874,56648,1226,35964,1,148,93,25,30,36,999
Araucanía,214972,1980,570,2550,211984,34576,995,11318,0,71,45,5,21,16,450
Los Ríos,105674,983,228,1211,104230,20965,530,6035,0,18,10,1,7,7,182
Los Lagos,194519,1936,366,2302,191837,24227,2354,16332,0,41,19,11,11,4,217
Aysén,24841,156,27,183,24557,7386,677,1794,0,10,5,4,1,6,75
Magallanes,51145,598,103,701,50238,5109,1020,3294,0,21,10,2,9,7,136
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3530258,45845,11418,57263,3463673,582020,20736,353909,11,1424,853,177,394,423,10724
