Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,76195,730,144,874,74709,22926,1266,3440,0,125,69,46,10,80,326
Tarapacá,107831,1035,119,1154,105959,25041,723,10390,0,188,113,21,54,138,442
Antofagasta,175417,1619,299,1918,172543,28721,1837,6823,3,202,100,45,57,84,496
Atacama,109451,576,117,693,108154,44751,1099,1740,0,142,57,35,50,112,364
Coquimbo,200363,1591,298,1889,197499,55384,1481,9396,0,186,139,23,24,120,446
Valparaíso,469234,5068,1232,6300,460613,129791,2552,50203,0,449,280,41,128,301,986
Metropolitana,1884433,24142,6188,30330,1846141,354011,22199,161598,4,1311,717,95,499,643,2991
O’Higgins,212463,2192,576,2768,208631,63832,1152,14803,0,209,122,46,41,134,495
Maule,334412,2751,507,3258,329427,102056,4134,10645,0,234,132,47,55,117,528
Ñuble,150804,1069,197,1266,148623,49410,1250,10182,0,114,64,7,43,63,292
Biobío,489473,4001,689,4690,482179,109219,2968,35892,0,352,189,50,113,175,864
Araucanía,283807,2243,580,2823,279540,51967,3928,11318,0,172,68,21,83,51,375
Los Ríos,141817,1131,232,1363,139488,40620,1405,6034,0,151,77,26,48,100,331
Los Lagos,235943,2118,376,2494,232082,35856,3983,16329,0,153,66,24,63,67,346
Aysén,34549,183,27,210,34140,13045,1797,1794,0,33,25,5,3,15,72
Magallanes,65619,657,106,763,64422,10533,2321,3288,0,41,24,2,15,22,124
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4971853,51106,11689,62795,4884191,1137163,54095,353875,7,4062,2242,534,1286,2222,9478
