Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80342,736,113,849,78850,25673,1427,3438,0,4,2,2,0,2,9
Tarapacá,114927,1041,99,1140,113189,30222,937,10389,0,7,6,0,1,6,14
Antofagasta,186489,1654,189,1843,183516,34166,2468,6818,0,4,1,1,2,4,8
Atacama,120884,600,98,698,119583,54040,1968,1742,0,2,1,0,1,2,6
Coquimbo,214445,1649,240,1889,211220,65685,2457,9400,0,4,4,0,0,3,9
Valparaíso,504751,5259,1013,6272,494783,155032,3770,50215,0,10,6,0,4,7,21
Metropolitana,2006570,24849,4550,29399,1963239,422315,31607,161615,0,28,15,1,12,9,56
O’Higgins,227166,2261,433,2694,222887,73924,1684,14808,0,0,0,0,0,0,0
Maule,352436,2827,416,3243,346471,112981,4777,10638,0,5,1,0,4,2,8
Ñuble,162182,1125,160,1285,159528,58008,2088,10180,0,2,1,0,1,2,2
Biobío,519649,4093,568,4661,511155,128239,4878,35888,0,4,2,2,0,2,9
Araucanía,297831,2369,471,2840,292457,59931,4741,11316,0,1,0,0,1,1,3
Los Ríos,150132,1191,211,1402,147425,47567,1914,6033,0,2,2,0,0,2,3
Los Lagos,245600,2210,269,2479,240993,40236,4493,16327,0,0,0,0,0,0,3
Aysén,37349,195,24,219,36896,14907,2686,1794,0,0,0,0,0,0,0
Magallanes,68882,650,57,707,67459,12454,3165,3288,0,7,4,0,3,4,17
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5289677,52709,8912,61621,5189692,1335380,75060,353889,0,80,45,6,29,46,168
