Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,57849,674,140,814,56395,12959,570,3440,0,145,66,71,8,76,549
Tarapacá,82160,974,118,1092,80634,10695,354,10395,0,83,32,22,29,42,342
Antofagasta,131758,1491,287,1778,128424,13043,835,6823,0,316,143,82,91,107,1414
Atacama,74180,484,114,598,72091,21028,365,1746,0,385,198,48,139,285,1467
Coquimbo,142133,1408,292,1700,137740,27215,538,9388,0,637,417,166,54,353,2599
Valparaíso,355885,4494,1214,5708,344749,77819,1248,50212,3,1499,912,64,523,656,5449
Metropolitana,1549271,22514,6098,28612,1505369,242014,12480,161561,8,3035,1910,324,801,1161,15324
O’Higgins,164576,1976,565,2541,160076,39015,615,14806,0,476,352,72,52,303,1941
Maule,257272,2455,499,2954,252200,69156,1268,10642,1,443,317,46,80,217,1812
Ñuble,108350,930,192,1122,106182,28253,481,10184,2,252,174,27,51,168,875
Biobío,377259,3644,678,4322,368700,64382,1473,35903,1,849,448,132,269,330,3687
Araucanía,224089,2019,571,2590,220252,36616,1150,11315,0,233,114,13,106,70,970
Los Ríos,110262,1002,228,1230,108188,22925,604,6035,0,128,91,5,32,77,641
Los Lagos,199860,1964,372,2336,196530,25387,2809,16326,0,158,90,31,37,60,613
Aysén,26225,159,27,186,25761,8201,755,1795,0,44,29,2,13,33,220
Magallanes,54481,608,103,711,53381,6245,1325,3294,0,76,55,4,17,31,267
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3915653,46796,11500,58296,3816714,704953,26870,353865,15,8759,5348,1109,2302,3969,38170
