Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73384,720,144,864,72173,21278,1177,3441,0,59,36,16,7,38,114
Tarapacá,104122,1029,119,1148,102596,22452,641,10391,0,88,59,4,25,52,138
Antofagasta,168790,1600,298,1898,166151,26076,1590,6823,0,208,98,15,95,83,364
Atacama,104121,568,117,685,102954,40676,897,1743,0,182,86,39,57,154,305
Coquimbo,191590,1559,298,1857,188955,50113,1189,9389,0,260,194,41,25,168,358
Valparaíso,444996,4930,1228,6158,436328,115931,2131,50204,0,1008,551,66,391,517,1500
Metropolitana,1814876,23752,6175,29927,1776313,323306,19512,161585,3,2678,1409,177,1092,1281,4875
O’Higgins,203572,2134,576,2710,199945,58645,1006,14802,1,309,201,65,43,180,484
Maule,321505,2663,505,3168,316640,95468,3903,10644,0,538,373,74,91,357,761
Ñuble,141430,1023,195,1218,139064,44659,983,10182,0,366,204,11,151,251,653
Biobío,472444,3916,687,4603,465038,101133,2662,35894,0,792,364,139,289,390,1382
Araucanía,275230,2180,579,2759,271058,49306,3740,11320,2,396,177,54,165,159,556
Los Ríos,135594,1102,232,1334,133358,36352,1146,6035,0,247,133,53,61,197,377
Los Lagos,229313,2079,375,2454,225732,33375,3765,16331,0,202,108,19,75,95,275
Aysén,32698,175,27,202,32274,11866,1406,1794,0,61,44,8,9,52,113
Magallanes,63501,645,105,750,62356,9530,2013,3291,0,73,28,1,44,33,131
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4777208,50075,11662,61737,4690976,1040166,47761,353869,6,7467,4065,782,2620,4007,12386
