Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80368,736,113,849,78862,25690,1429,3438,0,7,3,4,0,3,14
Tarapacá,114973,1041,99,1140,113217,30255,939,10389,0,6,6,0,0,6,18
Antofagasta,186526,1655,189,1844,183522,34181,2472,6818,0,5,4,0,1,1,20
Atacama,120897,600,98,698,119577,54051,1970,1742,0,4,2,2,0,4,10
Coquimbo,214475,1651,240,1891,211222,65708,2462,9400,0,3,3,0,0,3,6
Valparaíso,504849,5259,1014,6273,494788,155101,3776,50215,0,12,5,1,6,6,34
Metropolitana,2006776,24851,4551,29402,1963130,422381,31630,161616,0,27,11,3,13,11,71
O’Higgins,227174,2261,433,2694,222868,73928,1684,14808,0,1,1,0,0,1,3
Maule,352446,2827,416,3243,346435,112988,4780,10638,0,0,0,0,0,0,0
Ñuble,162186,1125,160,1285,159512,58011,2089,10180,0,1,1,0,0,1,0
Biobío,519675,4094,568,4662,511098,128251,4878,35888,0,1,0,0,1,0,12
Araucanía,297841,2369,471,2840,292432,59935,4741,11316,0,2,1,0,1,0,4
Los Ríos,150135,1191,211,1402,147413,47570,1914,6033,0,0,0,0,0,0,0
Los Lagos,245619,2210,269,2479,240960,40242,4499,16327,0,0,0,0,0,0,5
Aysén,37353,195,24,219,36892,14909,2686,1794,0,0,0,0,0,0,2
Magallanes,68941,650,57,707,67495,12478,3175,3288,0,8,3,0,5,2,28
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5290276,52715,8914,61629,5189464,1335679,75124,353890,0,77,40,10,27,38,227
