Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80299,736,113,849,78831,25637,1424,3438,0,2,2,0,0,2,5
Tarapacá,114839,1041,99,1140,113115,30154,934,10389,0,3,3,0,0,3,15
Antofagasta,186431,1654,189,1843,183495,34137,2465,6818,0,1,0,0,1,0,5
Atacama,120865,600,98,698,119598,54024,1964,1742,0,0,0,0,0,0,1
Coquimbo,214379,1647,240,1887,211211,65628,2449,9400,0,5,4,1,0,3,9
Valparaíso,504636,5257,1013,6270,494827,154945,3760,50216,0,3,2,0,1,3,11
Metropolitana,2006313,24845,4550,29395,1963583,422222,31575,161610,0,6,3,0,3,1,18
O’Higgins,227157,2261,433,2694,222953,73921,1684,14808,0,0,0,0,0,0,1
Maule,352415,2826,416,3242,346558,112974,4776,10638,0,0,0,0,0,0,0
Ñuble,162172,1125,160,1285,159558,57998,2085,10180,0,0,0,0,0,0,2
Biobío,519621,4092,568,4660,511272,128230,4875,35888,0,0,0,0,0,0,0
Araucanía,297812,2368,471,2839,292540,59922,4736,11316,0,0,0,0,0,0,1
Los Ríos,150127,1191,211,1402,147464,47563,1913,6033,0,0,0,0,0,0,1
Los Lagos,245573,2209,269,2478,241041,40224,4483,16327,0,0,0,0,0,0,0
Aysén,37346,195,24,219,36900,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68830,649,57,706,67451,12437,3153,3288,0,0,0,0,0,0,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288857,52696,8912,61608,5190438,1334920,74962,353885,0,20,14,1,5,12,70
