Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74626,725,144,869,73266,21924,1219,3442,0,80,50,26,4,37,225
Tarapacá,105603,1032,119,1151,103975,23419,676,10390,0,90,55,11,24,61,222
Antofagasta,172359,1609,298,1907,169519,27420,1707,6821,0,199,76,32,91,55,516
Atacama,106861,572,117,689,105540,42766,1003,1741,0,161,64,39,58,124,421
Coquimbo,196356,1575,298,1873,193403,52848,1376,9392,0,295,174,69,52,161,601
Valparaíso,460102,5001,1231,6232,451115,124078,2367,50201,0,752,444,52,256,406,1571
Metropolitana,1859639,23966,6181,30147,1820663,342761,21020,161596,5,2034,1038,164,832,823,4481
O’Higgins,208966,2161,576,2737,205069,61778,1085,14803,0,283,157,67,59,147,672
Maule,329769,2704,507,3211,324698,99558,4016,10642,0,389,204,85,100,172,799
Ñuble,147453,1049,197,1246,145046,47668,1131,10182,0,290,153,3,134,141,606
Biobío,482529,3955,688,4643,475214,105663,2779,35893,0,482,228,98,156,209,1078
Araucanía,280612,2211,580,2791,276324,50888,3863,11319,0,245,107,34,104,84,528
Los Ríos,139131,1115,232,1347,136737,38723,1283,6035,0,204,133,37,34,146,455
Los Lagos,232841,2101,376,2477,228940,34629,3878,16331,0,261,130,49,82,115,485
Aysén,33800,181,27,208,33400,12554,1620,1794,0,26,20,3,3,20,76
Magallanes,64603,653,105,758,63436,10032,2131,3290,0,55,33,1,21,22,117
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4895292,50610,11678,62288,4806386,1096709,51154,353872,5,5846,3066,770,2010,2723,12853
