Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,61065,676,141,817,59073,14739,680,3440,0,178,75,88,15,87,1064
Tarapacá,85624,976,118,1094,83160,12575,407,10395,0,253,131,97,25,169,1256
Antofagasta,139156,1498,287,1785,134844,15468,952,6822,2,488,225,123,140,167,2350
Atacama,81689,496,115,611,78487,26010,468,1744,0,565,211,136,218,308,2549
Coquimbo,154334,1430,293,1723,149313,32727,637,9388,0,676,358,229,89,337,3174
Valparaíso,377372,4582,1219,5801,367016,85768,1416,50206,0,1053,561,92,400,356,4446
Metropolitana,1606124,22749,6121,28870,1564837,256642,13628,161547,5,2363,1224,262,877,607,11964
O’Higgins,173074,2010,568,2578,168421,43443,680,14804,0,428,281,63,84,254,2001
Maule,265655,2479,499,2978,260293,72550,1524,10645,2,439,335,57,47,185,1998
Ñuble,113326,935,192,1127,110816,30731,536,10183,0,239,140,21,78,124,1173
Biobío,393679,3670,680,4350,384486,69823,1657,35902,2,865,408,170,287,291,4182
Araucanía,231343,2028,572,2600,226712,38281,1261,11311,0,399,196,56,147,82,1682
Los Ríos,113968,1004,228,1232,111570,24453,694,6034,0,239,124,27,88,92,921
Los Lagos,204251,1974,373,2347,200173,26423,2928,16326,0,367,171,125,71,48,1272
Aysén,27329,160,27,187,26796,8771,867,1795,0,69,33,9,27,21,283
Magallanes,56276,612,104,716,54810,6805,1412,3292,0,109,57,14,38,25,613
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4084308,47279,11539,58818,3980849,765209,29747,353834,11,8730,4530,1569,2631,3153,40928
