Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,75871,729,144,873,74461,22723,1254,3440,0,54,28,24,2,42,254
Tarapacá,107354,1035,119,1154,105604,24683,718,10390,0,99,49,3,47,61,321
Antofagasta,174892,1618,299,1917,172136,28459,1823,6821,0,131,63,31,37,46,386
Atacama,109092,575,117,692,107864,44468,1086,1740,0,60,23,10,27,48,298
Coquimbo,199834,1591,298,1889,197029,55026,1461,9397,1,115,85,22,8,70,394
Valparaíso,468085,5058,1232,6290,459672,128975,2515,50203,0,240,176,5,59,164,807
Metropolitana,1880935,24128,6188,30316,1843586,352280,22036,161595,2,644,334,45,265,308,2166
O’Higgins,211933,2189,576,2765,208253,63491,1139,14803,1,124,72,12,40,62,355
Maule,333814,2744,507,3251,328905,101695,4122,10644,0,142,102,6,34,98,477
Ñuble,150463,1067,197,1264,148291,49218,1235,10182,0,82,45,4,33,35,288
Biobío,488555,3992,689,4681,481343,108701,2942,35892,0,234,129,15,90,124,805
Araucanía,283384,2243,580,2823,279212,51801,3922,11318,0,114,42,10,62,33,292
Los Ríos,141450,1130,232,1362,139216,40349,1389,6034,0,83,57,4,22,63,243
Los Lagos,235568,2117,376,2493,231735,35669,3968,16330,1,80,22,1,57,28,327
Aysén,34419,183,27,210,34024,12961,1742,1794,0,13,7,5,1,8,59
Magallanes,65460,657,106,763,64277,10448,2277,3289,0,34,11,2,21,8,112
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4961151,51056,11689,62745,4875649,1130947,53629,353872,5,2249,1245,199,805,1198,7584
