Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79353,750,147,897,78066,24954,1355,3439,0,6,5,1,0,5,37
Tarapacá,113060,1053,119,1172,111523,28824,837,10389,0,4,4,0,0,4,28
Antofagasta,182221,1653,301,1954,179586,31794,2178,6818,0,24,21,0,3,16,83
Atacama,115831,594,121,715,114679,49921,1451,1741,0,18,11,3,4,14,134
Coquimbo,209400,1637,302,1939,206653,61601,1929,9401,0,38,32,2,4,33,121
Valparaíso,487302,5206,1234,6440,478641,142155,3087,50211,0,113,91,2,20,88,399
Metropolitana,1945625,24571,6207,30778,1906661,385828,26292,161604,1,414,306,14,94,287,1513
O’Higgins,219225,2240,577,2817,215465,68144,1378,14800,2,44,37,1,6,34,176
Maule,343898,2820,509,3329,338849,107633,4445,10643,0,57,35,1,21,32,196
Ñuble,156578,1119,200,1319,154348,53311,1606,10181,0,39,30,0,9,34,139
Biobío,505516,4105,695,4800,498098,119151,3913,35895,0,129,88,2,39,105,432
Araucanía,291353,2315,583,2898,286901,55784,4243,11318,0,63,34,3,26,32,195
Los Ríos,146445,1163,235,1398,144142,44386,1691,6034,0,24,18,1,5,21,105
Los Lagos,240818,2183,379,2562,236891,37761,4206,16328,0,27,12,3,12,12,140
Aysén,35902,193,27,220,35510,13901,2188,1794,0,2,1,1,0,0,16
Magallanes,67235,667,106,773,66062,11449,2699,3289,0,3,3,0,0,1,19
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5139804,52269,11744,64013,5052116,1236597,63498,353885,3,1005,728,34,243,718,3733
