Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79779,753,147,900,78445,25259,1377,3439,0,11,11,0,0,11,40
Tarapacá,113647,1054,119,1173,112050,29260,874,10389,0,14,13,0,1,11,61
Antofagasta,184334,1660,301,1961,181433,33014,2319,6818,0,73,62,1,10,56,291
Atacama,117331,598,121,719,116041,51186,1624,1741,0,45,33,5,7,36,229
Coquimbo,211683,1650,302,1952,208729,63498,2083,9403,0,78,73,1,4,76,235
Valparaíso,495065,5232,1235,6467,485372,148145,3392,50210,0,371,323,2,46,346,1197
Metropolitana,1974312,24681,6213,30894,1932451,403795,28556,161602,2,986,691,37,258,718,3572
O’Higgins,222925,2244,577,2821,218696,70974,1527,14803,0,165,139,0,26,125,552
Maule,347811,2848,511,3359,342286,110244,4611,10639,0,140,113,1,26,107,508
Ñuble,158951,1134,202,1336,156423,55388,1849,10181,0,146,123,0,23,125,352
Biobío,512236,4129,696,4825,504128,123807,4337,35897,0,311,240,3,68,258,880
Araucanía,294293,2346,583,2929,289488,57716,4453,11318,0,117,94,5,18,100,387
Los Ríos,148723,1179,235,1414,146200,46405,1785,6034,0,97,78,2,17,93,244
Los Lagos,243631,2201,380,2581,239462,39269,4361,16327,0,75,48,3,24,45,264
Aysén,36560,195,28,223,36090,14389,2395,1794,0,17,6,5,6,16,79
Magallanes,67829,668,106,774,66538,11835,2850,3289,0,33,25,1,7,27,99
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5209152,52572,11758,64330,5113873,1284184,68393,353884,2,2679,2072,66,541,2150,8990
