Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80264,736,113,849,78810,25608,1421,3438,0,0,0,0,0,0,6
Tarapacá,114798,1041,99,1140,113109,30118,934,10389,0,1,0,0,1,0,2
Antofagasta,186408,1654,189,1843,183513,34126,2465,6818,0,0,0,0,0,0,5
Atacama,120846,600,98,698,119597,54009,1959,1741,0,0,0,0,0,0,4
Coquimbo,214356,1646,240,1886,211245,65621,2447,9400,0,3,3,0,0,3,2
Valparaíso,504585,5256,1013,6269,494914,154906,3755,50213,0,1,1,0,0,1,1
Metropolitana,2006201,24836,4549,29385,1963927,422185,31566,161609,0,8,4,0,4,7,29
O’Higgins,227153,2261,433,2694,223004,73920,1684,14808,0,0,0,0,0,0,0
Maule,352410,2826,416,3242,346623,112971,4776,10639,0,0,0,0,0,0,0
Ñuble,162158,1124,160,1284,159585,57983,2082,10180,0,0,0,0,0,0,2
Biobío,519608,4091,567,4658,511370,128229,4873,35888,0,0,0,0,0,0,3
Araucanía,297808,2367,471,2838,292624,59922,4734,11316,0,0,0,0,0,0,0
Los Ríos,150125,1189,211,1400,147500,47563,1911,6034,0,0,0,0,0,0,1
Los Lagos,245568,2209,269,2478,241097,40221,4480,16327,0,0,0,0,0,0,0
Aysén,37346,195,24,219,36905,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68820,649,57,706,67460,12435,3152,3288,0,0,0,0,0,0,0
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288496,52680,8910,61590,5191324,1334721,74925,353882,0,13,8,0,5,11,55
