Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80368,736,113,849,78872,25690,1429,3438,0,0,0,0,0,0,0
Tarapacá,114995,1041,99,1140,113242,30269,943,10389,0,8,6,0,2,5,15
Antofagasta,186535,1655,189,1844,183538,34186,2474,6818,0,4,1,0,3,1,8
Atacama,120902,601,98,699,119583,54054,1971,1742,0,3,0,2,1,2,5
Coquimbo,214489,1651,241,1892,211228,65717,2465,9400,0,1,1,0,0,1,10
Valparaíso,504893,5259,1014,6273,494813,155139,3776,50216,1,21,12,2,7,18,34
Metropolitana,2006865,24854,4551,29405,1963104,422417,31641,161617,0,32,18,4,10,18,69
O’Higgins,227178,2261,433,2694,222861,73930,1684,14808,0,2,2,0,0,1,3
Maule,352449,2827,416,3243,346424,112988,4780,10638,0,1,0,0,1,0,2
Ñuble,162188,1125,160,1285,159509,58012,2090,10180,0,0,0,0,0,0,1
Biobío,519688,4094,568,4662,511097,128257,4879,35888,0,6,3,0,3,2,10
Araucanía,297845,2369,471,2840,292424,59938,4743,11316,0,0,0,0,0,0,0
Los Ríos,150136,1191,211,1402,147411,47570,1914,6033,0,1,1,0,0,0,0
Los Lagos,245642,2210,269,2479,240987,40242,4521,16327,0,1,1,0,0,0,0
Aysén,37357,195,24,219,36895,14910,2686,1794,0,1,0,0,1,0,1
Magallanes,68970,650,57,707,67525,12493,3178,3288,0,11,6,0,5,6,22
Se desconoce región de origen,41,0,1,1,40,0,0,0,0,0,0,0,0,0,0
Total,5290541,52719,8915,61634,5189553,1335812,75174,353892,1,92,51,8,33,54,180
