Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,64733,683,142,825,62559,16634,845,3441,1,311,141,136,34,169,1218
Tarapacá,90560,983,118,1101,87998,15243,485,10395,0,334,169,101,64,172,1333
Antofagasta,148407,1526,290,1816,143849,18728,1126,6823,0,751,306,279,166,245,2540
Atacama,88744,518,116,634,86149,30520,579,1746,0,533,215,134,184,286,1904
Coquimbo,163467,1459,296,1755,159102,36939,737,9392,3,711,396,239,76,330,2436
Valparaíso,390756,4680,1221,5901,381309,91139,1561,50207,0,969,601,103,265,409,3288
Metropolitana,1641567,22990,6139,29129,1602656,265519,14473,161558,4,2590,1468,300,822,696,8788
O’Higgins,179065,2036,571,2607,174851,46740,746,14800,1,452,291,100,61,244,1481
Maule,273312,2507,504,3011,267945,75807,1809,10640,0,564,429,84,51,216,1887
Ñuble,117317,950,194,1144,114891,32719,599,10182,0,308,236,6,66,162,1032
Biobío,406167,3715,684,4399,397553,74401,1826,35903,0,939,476,175,288,297,3446
Araucanía,238276,2052,573,2625,233564,40024,1428,11313,1,507,300,53,154,124,1670
Los Ríos,117291,1023,229,1252,114807,26207,740,6035,0,307,158,23,126,135,960
Los Lagos,208543,1993,374,2367,204600,27624,3048,16326,0,404,255,85,64,115,1056
Aysén,28359,161,27,188,27830,9288,966,1795,0,51,31,5,15,26,274
Magallanes,58162,617,104,721,56890,7438,1536,3291,0,98,52,10,36,32,393
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4214769,47893,11584,59477,4116595,814970,32504,353847,10,9829,5524,1833,2472,3658,33706
