Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78369,737,144,881,76680,24298,1310,3440,0,128,54,68,6,80,498
Tarapacá,111207,1038,119,1157,109149,27529,776,10389,0,193,126,23,44,144,610
Antofagasta,178887,1625,299,1924,175707,30121,2000,6822,0,176,87,20,69,61,754
Atacama,112012,579,120,699,110465,46801,1221,1741,1,161,86,20,55,131,586
Coquimbo,203956,1610,299,1909,200827,57751,1663,9399,1,223,178,24,21,124,637
Valparaíso,476091,5112,1232,6344,466970,134344,2761,50206,0,434,293,16,125,275,1294
Metropolitana,1909366,24275,6194,30469,1868523,366021,23634,161588,3,1526,866,106,554,699,4866
O’Higgins,215245,2215,577,2792,211293,65567,1223,14800,0,126,69,23,34,75,526
Maule,338027,2771,507,3278,332708,104108,4258,10644,0,220,137,27,56,123,762
Ñuble,152938,1090,197,1287,150554,50632,1364,10180,0,168,77,4,87,93,438
Biobío,495812,4038,690,4728,487865,112860,3302,35894,0,406,225,59,122,247,1335
Araucanía,286388,2271,580,2851,281930,53048,4018,11316,0,155,82,18,55,71,453
Los Ríos,143796,1146,233,1379,141367,42153,1502,6034,0,105,74,7,24,72,356
Los Lagos,238207,2145,376,2521,234209,36724,4062,16328,0,114,39,22,53,48,400
Aysén,35023,184,27,211,34605,13334,1894,1794,0,31,20,8,3,14,70
Magallanes,66512,662,106,768,65277,11009,2542,3288,0,41,30,3,8,28,135
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5041878,51498,11702,63200,4948170,1176300,57530,353863,5,4207,2443,448,1316,2285,13720
