Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,75042,727,144,871,73691,22199,1229,3441,0,80,47,24,9,67,208
Tarapacá,106207,1033,119,1152,104501,23851,697,10390,0,126,74,25,27,89,290
Antofagasta,173407,1614,298,1912,170609,27851,1757,6822,0,235,97,45,93,72,458
Atacama,107724,573,117,690,106395,43411,1043,1741,0,132,61,14,57,110,414
Coquimbo,197881,1579,298,1877,194949,53780,1406,9394,0,259,170,35,54,145,562
Valparaíso,463821,5023,1231,6254,455048,126285,2433,50200,1,581,351,42,188,355,1279
Metropolitana,1869778,24036,6183,30219,1831364,347303,21482,161590,2,1553,844,117,592,719,3635
O’Higgins,210291,2173,576,2749,206542,62530,1106,14803,0,201,118,41,42,113,479
Maule,331635,2726,507,3233,326690,100515,4067,10643,0,281,160,46,75,148,603
Ñuble,148912,1060,197,1257,146569,48365,1173,10182,0,214,87,7,120,92,503
Biobío,485183,3969,688,4657,477893,106930,2835,35892,0,414,219,62,133,214,990
Araucanía,281907,2224,580,2804,277636,51342,3895,11321,0,215,84,20,111,82,455
Los Ríos,140185,1123,232,1355,137831,39459,1339,6034,0,171,93,34,44,121,392
Los Lagos,234021,2106,376,2482,230133,35074,3911,16331,0,210,74,32,104,68,446
Aysén,34093,182,27,209,33675,12744,1692,1794,0,36,19,12,5,23,85
Magallanes,64922,655,106,761,63746,10204,2179,3290,0,57,22,4,31,26,117
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4925051,50803,11681,62484,4837313,1111843,52244,353868,3,4765,2520,560,1685,2444,10916
