Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,54924,667,140,807,53968,11351,484,3442,0,12,8,3,1,5,114
Tarapacá,79078,966,118,1084,77845,9550,317,10394,1,28,19,8,1,11,132
Antofagasta,121379,1460,282,1742,119127,9839,580,6821,0,53,21,9,23,17,495
Atacama,64959,462,113,575,64080,15572,252,1744,1,19,6,5,8,8,332
Coquimbo,124186,1358,287,1645,121823,18930,424,9382,1,92,63,24,5,36,746
Valparaíso,299622,4304,1198,5502,292923,57139,910,50200,2,172,112,16,44,61,1622
Metropolitana,1333260,21969,6042,28011,1300230,187521,8998,161560,9,692,451,66,175,257,6772
O’Higgins,147434,1918,559,2477,144378,30979,479,14803,0,97,74,15,8,39,766
Maule,235492,2336,497,2833,231430,59786,711,10649,7,169,150,11,8,75,1254
Ñuble,98472,886,189,1075,96766,23466,374,10179,1,73,64,3,6,34,617
Biobío,347645,3519,673,4192,341031,55495,1191,35959,2,263,186,30,47,74,2330
Araucanía,213209,1951,570,2521,209822,34162,969,11319,1,110,67,9,34,41,921
Los Ríos,104977,966,226,1192,103334,20654,496,6036,0,60,36,4,20,23,429
Los Lagos,191966,1912,364,2276,188998,23598,811,16329,0,57,28,14,15,7,589
Aysén,24615,152,26,178,24312,7255,669,1794,0,10,6,4,0,8,103
Magallanes,50701,594,103,697,49714,4972,935,3296,0,25,18,0,7,7,229
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3491962,45420,11389,56809,3419823,570269,18600,353907,25,1932,1309,221,402,703,17451
