Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80194,734,113,847,78811,25556,1415,3439,0,0,0,0,0,0,1
Tarapacá,114659,1038,99,1137,113022,30014,930,10389,0,2,1,0,1,1,15
Antofagasta,186308,1651,189,1840,183534,34093,2457,6818,0,2,2,0,0,2,11
Atacama,120675,596,98,694,119498,53882,1942,1741,0,7,1,3,3,3,24
Coquimbo,214210,1643,240,1883,211262,65527,2391,9401,0,4,3,0,1,4,16
Valparaíso,504227,5233,1012,6245,495057,154696,3743,50209,1,20,12,0,8,14,59
Metropolitana,2005390,24784,4542,29326,1964909,421830,31474,161603,0,31,18,3,10,17,103
O’Higgins,227101,2257,433,2690,223150,73896,1682,14808,0,5,4,0,1,0,19
Maule,352350,2823,416,3239,346919,112937,4773,10640,1,4,1,0,3,1,11
Ñuble,162053,1119,160,1279,159667,57885,2070,10179,0,4,2,0,2,4,8
Biobío,519494,4087,566,4653,511731,128189,4868,35887,0,4,4,0,0,4,19
Araucanía,297756,2361,470,2831,292935,59903,4726,11315,1,0,0,0,0,0,5
Los Ríos,150101,1189,209,1398,147621,47558,1908,6033,0,0,0,0,0,0,1
Los Lagos,245527,2209,269,2478,241299,40215,4463,16328,0,3,1,1,1,1,3
Aysén,37334,194,24,218,36914,14895,2679,1794,0,0,0,0,0,0,2
Magallanes,68785,649,57,706,67500,12421,3142,3288,0,1,1,0,0,1,4
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5286206,52567,8898,61465,5193870,1333497,74663,353872,3,87,50,7,30,52,301
