Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,75551,728,144,872,74143,22507,1246,3440,0,83,45,32,6,46,258
Tarapacá,106908,1034,119,1153,105151,24370,710,10390,0,153,86,25,42,102,332
Antofagasta,174367,1617,298,1915,171633,28240,1802,6821,0,199,80,43,76,60,377
Atacama,108690,574,117,691,107343,44168,1071,1740,0,172,57,27,88,139,424
Coquimbo,199226,1590,298,1888,196324,54654,1444,9397,0,236,175,41,20,170,503
Valparaíso,466761,5044,1231,6275,458233,128130,2491,50203,3,430,251,43,136,279,967
Metropolitana,1877496,24099,6187,30286,1839728,350743,21862,161592,0,1208,650,110,448,559,2735
O’Higgins,211410,2183,576,2759,207680,63185,1123,14802,0,175,100,26,49,89,429
Maule,333085,2739,507,3246,328189,101289,4106,10644,1,180,125,19,36,114,500
Ñuble,149992,1065,197,1262,147733,48962,1215,10182,0,163,105,2,56,88,390
Biobío,487445,3986,688,4674,480219,108076,2900,35893,0,377,174,59,144,180,856
Araucanía,282908,2237,580,2817,278688,51636,3914,11319,0,168,76,29,63,57,362
Los Ríos,141062,1126,232,1358,138743,40060,1378,6034,0,158,91,28,39,103,337
Los Lagos,235115,2114,376,2490,231169,35505,3950,16330,0,230,95,57,78,92,466
Aysén,34323,182,27,209,33891,12903,1741,1794,0,39,21,10,8,30,97
Magallanes,65274,656,106,762,64078,10365,2236,3289,0,56,24,2,30,23,127
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4949655,50974,11685,62659,4862986,1124793,53189,353870,4,4027,2155,553,1319,2131,9160
