Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55332,669,140,809,54409,11622,494,3439,0,12,11,1,0,10,71
Tarapacá,79459,968,118,1086,78256,9691,322,10394,0,22,10,9,3,8,82
Antofagasta,122611,1469,285,1754,120501,10232,637,6823,0,53,22,21,10,8,312
Atacama,65782,469,113,582,65042,15993,267,1744,0,29,20,3,6,20,177
Coquimbo,126193,1376,289,1665,124072,19792,440,9381,0,108,66,19,23,35,461
Valparaíso,305492,4360,1201,5561,299056,59288,950,50208,1,302,166,26,110,112,1226
Metropolitana,1355931,22141,6058,28199,1324062,192966,9390,161553,4,1271,674,130,467,281,5031
O’Higgins,149678,1944,562,2506,146848,31936,490,14801,0,106,77,13,16,34,463
Maule,238838,2395,498,2893,235234,61370,756,10641,1,160,122,23,15,74,670
Ñuble,99957,909,189,1098,98494,24156,388,10183,3,65,46,13,6,33,310
Biobío,352417,3580,675,4255,347051,57038,1237,35955,1,197,105,46,46,64,936
Araucanía,215489,1986,570,2556,212559,34708,1002,11319,0,97,59,18,20,28,359
Los Ríos,105868,990,228,1218,104437,21070,534,6036,0,26,10,10,6,17,154
Los Lagos,194983,1940,366,2306,192312,24340,2596,16330,0,32,10,8,14,4,188
Aysén,24939,157,27,184,24644,7454,683,1794,0,14,10,4,0,7,80
Magallanes,51451,598,103,701,50504,5190,1113,3294,0,45,30,0,15,8,176
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3544463,45951,11424,57375,3477523,586846,21299,353895,10,2539,1438,344,757,743,10696
