Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55400,669,140,809,54476,11666,495,3439,0,23,11,8,4,20,65
Tarapacá,79567,968,118,1086,78345,9724,324,10393,0,32,13,10,9,10,96
Antofagasta,122842,1474,285,1759,120806,10284,645,6822,0,75,19,38,18,19,221
Atacama,65978,470,113,583,65217,16091,269,1749,5,36,17,17,2,18,192
Coquimbo,126627,1380,288,1668,124590,19978,443,9381,0,114,65,30,19,53,368
Valparaíso,306627,4376,1201,5577,300407,59693,952,50205,0,279,155,30,94,84,969
Metropolitana,1360577,22183,6060,28243,1329623,194147,9462,161551,3,1132,656,161,315,287,3984
O’Higgins,149990,1950,561,2511,147335,32076,492,14802,0,80,53,10,17,23,266
Maule,239345,2408,498,2906,235953,61615,767,10643,2,123,90,19,14,51,431
Ñuble,100235,916,189,1105,98824,24309,391,10180,1,63,52,6,5,40,249
Biobío,353102,3592,675,4267,347971,57277,1239,35948,1,221,109,70,42,94,656
Araucanía,215861,1996,570,2566,212978,34796,1008,11318,0,87,59,6,22,23,278
Los Ríos,105988,991,228,1219,104589,21127,536,6035,0,38,20,8,10,20,103
Los Lagos,195159,1942,367,2309,192543,24386,2637,16330,1,39,16,14,9,14,116
Aysén,24991,157,27,184,24725,7476,685,1795,0,13,8,5,0,5,46
Magallanes,51624,598,103,701,50687,5249,1123,3294,0,42,24,0,18,14,160
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3553956,46070,11425,57495,3489111,589894,21468,353885,13,2397,1367,432,598,775,8200
