Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72789,720,144,864,71587,20973,1162,3441,0,24,19,5,0,15,123
Tarapacá,103210,1027,119,1146,101666,21950,616,10391,0,42,29,6,7,16,179
Antofagasta,166661,1593,298,1891,163982,25268,1525,6824,2,108,51,18,39,38,445
Atacama,102368,564,117,681,101130,39342,851,1744,0,74,40,20,14,58,401
Coquimbo,188601,1547,298,1845,185873,48460,1088,9390,0,159,111,39,9,75,509
Valparaíso,434719,4899,1226,6125,426084,110440,1999,50207,3,430,277,51,102,213,1629
Metropolitana,1773047,23605,6170,29775,1732824,305636,18213,161578,2,1964,1176,185,603,746,7177
O’Higgins,199967,2124,574,2698,196131,56837,973,14801,2,235,153,46,36,110,750
Maule,314330,2645,504,3149,308879,92110,3732,10643,0,402,216,65,121,157,1451
Ñuble,136635,1010,194,1204,134222,42188,865,10182,1,189,128,8,53,110,760
Biobío,459834,3886,686,4572,451506,95276,2489,35898,0,639,375,142,122,293,2455
Araucanía,268300,2163,577,2740,264000,47393,2097,11313,5,202,126,30,46,46,789
Los Ríos,132531,1092,231,1323,130291,34300,1068,6034,0,106,56,21,29,64,442
Los Lagos,226906,2073,374,2447,223234,32606,3678,16330,0,134,65,18,51,38,434
Aysén,31865,174,27,201,31475,11394,1340,1794,0,20,16,0,4,16,86
Magallanes,62568,644,105,749,61406,9109,1924,3291,0,43,27,2,14,19,171
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4674373,49766,11646,61412,4584331,993282,43620,353861,15,4771,2865,656,1250,2014,17801
