Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78423,737,144,881,76854,24334,1310,3440,0,51,30,21,0,36,378
Tarapacá,111298,1038,119,1157,109370,27578,782,10389,0,91,51,5,35,49,480
Antofagasta,178987,1625,299,1924,175987,30168,2003,6822,0,99,65,11,23,47,574
Atacama,112083,579,120,699,110648,46864,1230,1741,0,63,38,9,16,57,474
Coquimbo,204085,1610,299,1909,201105,57838,1666,9400,2,124,100,9,15,87,488
Valparaíso,476338,5112,1232,6344,467465,134494,2765,50207,1,247,164,11,72,150,1045
Metropolitana,1910311,24275,6194,30469,1870441,366494,23668,161589,3,916,500,34,382,470,3892
O’Higgins,215335,2215,577,2792,211488,65611,1224,14800,0,84,66,5,13,44,421
Maule,338148,2771,507,3278,332998,104163,4259,10644,0,117,62,14,41,55,593
Ñuble,153014,1090,197,1287,150705,50672,1365,10180,0,76,43,1,32,40,363
Biobío,496048,4038,690,4728,488354,113021,3321,35894,0,227,146,5,76,158,1082
Araucanía,286485,2271,580,2851,282081,53089,4018,11316,0,94,35,4,55,41,399
Los Ríos,143850,1146,233,1379,141515,42200,1504,6034,0,52,39,1,12,47,262
Los Lagos,238252,2145,376,2521,234353,36740,4063,16328,0,45,16,6,23,16,301
Aysén,35027,184,27,211,34625,13338,1894,1794,0,4,1,1,2,4,54
Magallanes,66532,662,106,768,65324,11021,2543,3288,0,19,15,1,3,12,108
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5044258,51498,11702,63200,4953354,1177625,57615,353866,6,2309,1371,138,800,1313,10914
